,#SYM,CUR,NAME,CON,ISIN,REBATERATE,FEERATE,AVAILABLE
342,3434,JPY,ALPHA CORP,79712444,JP3126360001,-2.0442,1.968,70000
343,3436,JPY,SUMCO CORP,36844262,JP3322930003,-1.3512,1.275,3700000
344,3443,JPY,KAWADA TECHNOLOGIES INC,69188930,JP3226300006,-2.6322,2.556,35000
345,3445,JPY,RS TECHNOLOGIES CO LTD,184073730,JP3100350002,-5.8622,5.786,65000
346,3451,JPY,TOSEI REIT INVESTMENT CORP,172185801,JP3047830009,-3.6542,3.578,2000
347,3452,JPY,B-LOT CO LTD,173246148,JP3799770007,-5.7712,5.695,25000
348,3453,JPY,KENEDIX RETAIL REIT CORP,179254919,JP3047900000,-1.0202,0.944,10000
349,3462,JPY,NOMURA REAL ESTATE MASTER FU,205624384,JP3048110005,-1.0252,0.949,45000
350,3465,JPY,KI-STAR REAL ESTATE CO LTD,212957207,JP3277620005,-3.0052,2.929,30000
351,3466,JPY,LASALLE LOGIPORT REIT,218462200,JP3048180008,-1.8623,1.7861,10000
352,3468,JPY,STAR ASIA INVESTMENT CORPORA,225585069,JP3048200004,-4.3152,4.239,5000
353,3471,JPY,MITSUI FUDOSAN LOGISTICS PAR,239361644,JP3048300002,-8.544,8.4678,1000
354,3501,JPY,SUMINOE TEXTILE CO LTD,14015231,JP3410200004,-1.2732,1.197,40000
355,3512,JPY,NIPPON FELT CO LTD,14015233,JP3749000000,-1.0887,1.0125,40000
356,3526,JPY,ASHIMORI INDUSTRY CO LTD,14015253,JP3118400005,-4.2622,4.186,35000
357,3528,JPY,PROSPECT CO LTD,14030941,JP3221000007,-5.6032,5.527,900000
358,3529,JPY,ATSUGI CO LTD,14015258,JP3120200005,-1.0132,0.937,250000
359,3539,JPY,JAPAN MEAT CO LTD,225585064,JP3389690003,-3.1612,3.085,40000
360,3548,JPY,BAROQUE JAPAN LTD,249387917,JP3778450001,-4.4722,4.396,30000
361,3549,JPY,KUSURI NO AOKI HOLDINGS CO L,252505252,JP3266190002,-1.0702,0.994,250000
362,3551,JPY,DYNIC CORP,14015263,JP3493000008,-1.3512,1.275,25000
363,3553,JPY,KYOWA LEATHER CLOTH CO LTD,14015267,JP3256400007,-1.3512,1.275,200000
364,3563,JPY,SUSHIRO GLOBAL HOLDINGS LTD,267455362,JP3397150008,-1.3412,1.265,300000
365,3564,JPY,LIXIL VIVA CORP,268948582,JP3970100008,-1.0202,0.944,200000
366,3569,JPY,SEIREN CO LTD,14015270,JP3413800008,-1.0572,0.981,650000
367,3571,JPY,SOTOH CO LTD,14030955,JP3434600007,-2.5382,2.462,15000
368,3580,JPY,KOMATSU MATERE CO LTD,14015276,JP3304600004,-1.0402,0.964,150000
369,3591,JPY,WACOAL HOLDINGS CORP,14015287,JP3992400006,-1.0887,1.0125,1700000
370,3593,JPY,HOGY MEDICAL CO LTD,14015288,JP3840800001,-1.0887,1.0125,350000
371,3608,JPY,TSI HOLDINGS CO LTD,89049875,JP3538690003,-0.9662,0.89,2000000
372,3612,JPY,WORLD CO LTD,330985493,JP3990210001,-3.0402,2.964,200000
373,3626,JPY,TIS INC,50020161,JP3104890003,-1.3512,1.275,1500000
374,3630,JPY,DENSAN SYSTEM CO LTD,55693135,JP3551420007,-1.1752,1.099,20000
375,3632,JPY,GREE INC,81547058,JP3274070006,-0.9812,0.905,3600000
376,3635,JPY,KOEI TECMO HOLDINGS CO LTD,59156326,JP3283460008,-1.0482,0.972,1100000
377,3636,JPY,MITSUBISHI RESEARCH INSTITUT,69188912,JP3902200009,-1.0642,0.988,100000
378,3649,JPY,FINDEX INC,131082771,JP3801450002,-3.3322,3.256,35000
379,3656,JPY,KLAB INC,95224495,JP3268870007,-3.3012,3.225,60000
380,3657,JPY,POLETOWIN PITCREW HOLDINGS,96674429,JP3855950006,-2.1142,2.038,1100000
381,3659,JPY,NEXON CO LTD,98678502,JP3758190007,-1.1987,1.1225,8800000
382,3662,JPY,ATEAM INC,105460511,JP3160890004,-2.7832,2.707,70000
383,3665,JPY,ENIGMO INC,111228164,JP3164590006,-6.5172,6.441,100000
384,3666,JPY,TECNOS JAPAN INC,131087327,JP3545230009,-4.0662,3.99,30000
385,3668,JPY,COLOPL INC,118799136,JP3305960001,-3.2542,3.178,450000
386,3673,JPY,BROADLEAF CO LTD,124906014,JP3831490002,-1.0122,0.936,850000
387,3676,JPY,DIGITAL HEARTS HOLDINGS CO L,134127984,JP3765110006,-5.7842,5.708,35000
388,3677,JPY,SYSTEM INFORMATION CO LTD,134579576,JP3350940007,-5.7252,5.649,100000
389,3678,JPY,MEDIA DO HOLDINGS CO LTD,136480995,JP3921230003,-4.9112,4.835,10000
390,3679,JPY,ZIGEXN CO LTD,137032754,JP3386490001,-3.0422,2.966,200000
391,3681,JPY,V-CUBE INC,137867240,JP3829750003,-5.4392,5.363,30000
392,3687,JPY,FIXSTARS CORP,146442483,JP3802950000,-6.7632,6.687,40000
393,3692,JPY,FFRI INC,165198484,JP3166830004,-21.5145,21.4383,25000
394,3697,JPY,SHIFT INC,169915999,JP3355400007,-10.1112,10.035,40000
395,3708,JPY,TOKUSHU TOKAI PAPER CO LTD,43587028,JP3624900001,-0.9732,0.897,85000
396,3723,JPY,NIHON FALCOM CORP,122259471,JP3748520008,-4.2232,4.147,10000
397,3733,JPY,SOFTWARE SERVICE INC,131087100,JP3436020006,-3.5652,3.489,15000
398,3738,JPY,T-GAIA CORP,127011993,JP3893700009,-1.0432,0.967,900000
399,3751,JPY,JAPAN ASIA GROUP LTD,105429817,JP3385840008,-2.3692,2.293,100000
400,3756,JPY,MAMEZOU HOLDINGS CO LTD,124144466,JP3870320003,-0.9912,0.915,100000
401,3762,JPY,TECHMATRIX CORPORATION,124012882,JP3545130001,-2.3112,2.235,40000
402,3765,JPY,GUNGHO ONLINE ENTERTAINMENT,128713428,JP3235900002,-1.3722,1.296,300000
403,3769,JPY,GMO PAYMENT GATEWAY INC,125845879,JP3385890003,-2.4013,2.3251,750000
404,3771,JPY,SYSTEM RESEARCH CO LTD,131083338,JP3351070002,-3.9482,3.872,5000
405,3774,JPY,INTERNET INITIATIVE JAPAN,37082732,JP3152820001,-1.0312,0.955,650000
406,3778,JPY,SAKURA INTERNET INC,36337428,JP3317300006,-5.3942,5.318,45000
407,3788,JPY,GMO CLOUD K.K.,37215891,JP3386040004,-4.1562,4.08,10000
408,3817,JPY,SRA HOLDINGS INC,41137745,JP3161450006,-1.0262,0.95,100000
409,3822,JPY,MINORI SOLUTIONS CO LTD,131087365,JP3386290005,-2.8622,2.786,9000
410,3834,JPY,ASAHI NET INC,129106615,JP3115800009,-0.9732,0.897,60000
411,3836,JPY,AVANT CORP,131087011,JP3548680002,-3.2972,3.221,100000
412,3837,JPY,AD-SOL NISSIN CORP,131087550,JP3122030004,-4.5842,4.508,10000
413,3843,JPY,FREEBIT CO LTD,43553459,JP3826720009,-5.7182,5.642,20000
414,3844,JPY,COMTURE CORP,120639647,JP3305560009,-1.8502,1.774,80000
415,3857,JPY,LAC CO LTD,131082011,JP3967900006,-7.9742,7.898,50000
416,3861,JPY,OJI HOLDINGS CORP,13905389,JP3174410005,-1.1072,1.031,>10000000
417,3863,JPY,NIPPON PAPER INDUSTRIES CO L,125203643,JP3721600009,-1.0092,0.933,1500000
418,3864,JPY,MITSUBISHI PAPER MILLS LTD,13905395,JP3901200000,-1.0322,0.956,400000
419,3865,JPY,HOKUETSU CORP,13905398,JP3841800000,-0.9592,0.883,3700000
420,3877,JPY,CHUETSU PULP &amp; PAPER CO LTD,14015316,JP3513400006,-2.0612,1.985,65000
421,3880,JPY,DAIO PAPER CORP,14015326,JP3440400004,-4.5013,4.4251,200000
422,3901,JPY,MARKLINES CO LTD,173504980,JP3860210008,-4.8202,4.744,35000
423,3902,JPY,MEDICAL DATA VISION CO LTD,173504990,JP3921250001,-7.5672,7.491,45000
424,3903,JPY,GUMI INC,173803218,JP3273810006,-5.8692,5.793,30000
425,3911,JPY,AIMING INC,184280238,JP3161050004,-7.4622,7.386,100000
426,3916,JPY,DIGITAL INFORMATION TECHNOLO,194380062,JP3549060006,-5.3292,5.253,10000
427,3923,JPY,RAKUS CO LTD,211721529,JP3967170006,-2.4962,2.42,300000
428,3926,JPY,OPEN DOOR INC,212289332,JP3173560008,-2.6212,2.545,75000
429,3932,JPY,AKATSUKI INC,222425116,JP3107000006,-4.8602,4.784,20000
430,3937,JPY,UBICOM HOLDINGS INC,233640696,JP3160910000,-5.2162,5.14,15000
431,3938,JPY,LINE CORP,236588582,JP3966750006,-4.5726,4.4964,450000
432,3941,JPY,RENGO CO LTD,14015341,JP3981400009,-1.0887,1.0125,5400000
433,3946,JPY,TOMOKU CO LTD,14015347,JP3554000004,-1.0362,0.96,100000
434,3950,JPY,PACK CORP-THE,14030981,JP3345900009,-1.4002,1.324,85000
435,3951,JPY,ASAHI PRINTING CO LTD,129106651,JP3110600008,-2.3262,2.25,20000
436,3966,JPY,UZABASE INC,247912116,JP3944390008,-10.4439,10.3677,7000
437,3969,JPY,ATLED CORP,255881332,JP3160930008,-3.2192,3.143,60000
438,3975,JPY,AOI TYO HOLDINGS INC,257770593,JP3105330009,-0.9962,0.92,150000
439,3978,JPY,MACROMILL INC,265182481,JP3863030007,-1.2122,1.136,200000
440,3993,JPY,PKSHA TECHNOLOGY INC,286166033,JP3780050005,-16.5912,16.515,300000
441,3994,JPY,MONEY FORWARD INC,287341176,JP3869960009,-6.2692,6.193,50000
442,4004,JPY,SHOWA DENKO K K,13905404,JP3368000000,-1.3512,1.275,2000000
443,4005,JPY,SUMITOMO CHEMICAL CO LTD,13905408,JP3401400001,-1.0782,1.002,>10000000
444,4008,JPY,SUMITOMO SEIKA CHEMICALS CO,14015356,JP3405600002,-0.9972,0.921,150000
445,4021,JPY,NISSAN CHEMICAL CORP,13905418,JP3670800006,-1.0887,1.0125,1900000
446,4022,JPY,RASA INDUSTRIES LTD,14015363,JP3967400007,-6.0764,6.0002,30000
447,4023,JPY,KUREHA CORP,14015366,JP3271600003,-1.0887,1.0125,350000
448,4025,JPY,TAKI CHEMICAL CO LTD,131083260,JP3461000006,-5.5032,5.427,3000
449,4027,JPY,TAYCA CORP,14015369,JP3539300008,-0.9642,0.888,100000
450,4028,JPY,ISHIHARA SANGYO KAISHA LTD,14015372,JP3136800004,-1.3512,1.275,1200000
451,4041,JPY,NIPPON SODA CO LTD,13905423,JP3726200003,-0.9602,0.884,900000
452,4042,JPY,TOSOH CORP,13905425,JP3595200001,-1.0732,0.997,4900000
453,4043,JPY,TOKUYAMA CORP,14015383,JP3625000009,-0.9982,0.922,1500000
454,4044,JPY,CENTRAL GLASS CO LTD,14015384,JP3425000001,-1.0582,0.982,950000
455,4045,JPY,TOAGOSEI CO LTD,13905428,JP3556400004,-1.3512,1.275,2000000
456,4046,JPY,OSAKA SODA CO LTD,14015389,JP3485900009,-0.9552,0.879,250000
457,4047,JPY,KANTO DENKA KOGYO CO LTD,14015393,JP3232600001,-1.0887,1.0125,500000
458,4061,JPY,DENKA CO LTD,13905435,JP3549600009,-1.3512,1.275,2100000
459,4062,JPY,IBIDEN CO LTD,14015396,JP3148800000,-1.3707,1.2945,2200000
460,4063,JPY,SHIN-ETSU CHEMICAL CO LTD,13905438,JP3371200001,-1.0887,1.0125,4200000
461,4064,JPY,NIPPON CARBIDE INDUSTRIES CO,14015403,JP3690000009,-1.0062,0.93,80000
462,4078,JPY,SAKAI CHEMICAL INDUSTRY CO,14015406,JP3312800000,-1.0352,0.959,250000
463,4082,JPY,DAIICHI KIGENSO KAGAKU-KOGYO,47416954,JP3474350000,-3.0482,2.972,100000
464,4088,JPY,AIR WATER INC,14015413,JP3160670000,-1.0172,0.941,3200000
465,4091,JPY,TAIYO NIPPON SANSO CORP,14015418,JP3711600001,-1.0072,0.931,2600000
466,4092,JPY,NIPPON CHEMICAL INDUSTRIAL,14015423,JP3691600005,-0.9872,0.911,100000
467,4094,JPY,NIHON KAGAKU SANGYO CO LTD,14031010,JP3692000007,-4.8262,4.75,40000
468,4095,JPY,NIHON PARKERIZING CO LTD,14015426,JP3744600002,-1.3512,1.275,1800000
469,4097,JPY,KOATSU GAS KOGYO CO LTD,14015431,JP3285800003,-1.0232,0.947,650000
470,4099,JPY,SHIKOKU CHEMICALS CORP,14015437,JP3349600001,-1.0512,0.975,300000
471,4100,JPY,TODA KOGYO CORP,14015443,JP3627400009,-3.5825,3.5063,20000
472,4107,JPY,ISE CHEMICALS CORP,14031016,JP3139300002,-3.8712,3.795,5000
473,4109,JPY,STELLA CHEMIFA CORP,14015449,JP3399720006,-6.0764,6.0002,75000
474,4112,JPY,HODOGAYA CHEMICAL CO LTD,14015452,JP3852600000,-1.2062,1.13,65000
475,4114,JPY,NIPPON SHOKUBAI CO LTD,14015456,JP3715200006,-0.9802,0.904,400000
476,4115,JPY,HONSHU CHEMICAL INDUSTRY CO,14031021,JP3853400004,-1.7052,1.629,35000
477,4116,JPY,DAINICHISEIKA COLOR &amp; CHEM,14015461,JP3492200005,-1.0272,0.951,250000
478,4118,JPY,KANEKA CORP,14015466,JP3215800008,-1.3212,1.245,1600000
479,4151,JPY,KYOWA KIRIN CO LTD,13905442,JP3256000005,-0.9762,0.9,3800000
480,4182,JPY,MITSUBISHI GAS CHEMICAL CO,14015471,JP3896800004,-1.0362,0.96,4400000
481,4183,JPY,MITSUI CHEMICALS INC,14015473,JP3888300005,-1.0662,0.99,3000000
482,4185,JPY,JSR CORP,14015476,JP3385980002,-1.1156,1.0394,3600000
483,4186,JPY,TOKYO OHKA KOGYO CO LTD,14015483,JP3571800006,-1.3512,1.275,700000
484,4187,JPY,OSAKA ORGANIC CHEMICAL IND,37064422,JP3187000009,-1.0642,0.988,150000
485,4188,JPY,MITSUBISHI CHEMICAL HOLDINGS,35928154,JP3897700005,-1.0682,0.992,>10000000
486,4189,JPY,KH NEOCHEM CO LTD,247293533,JP3277040006,-1.0712,0.995,450000
487,4202,JPY,DAICEL CORP,14015491,JP3485800001,-1.3512,1.275,6900000
488,4203,JPY,SUMITOMO BAKELITE CO LTD,14015494,JP3409400003,-0.9942,0.918,500000
489,4204,JPY,SEKISUI CHEMICAL CO LTD,14015497,JP3419400001,-0.9592,0.883,6300000
490,4205,JPY,ZEON CORPORATION,14015500,JP3725400000,-1.3512,1.275,2400000
491,4206,JPY,AICA KOGYO CO LTD,14015506,JP3100800006,-1.0602,0.984,900000
492,4208,JPY,UBE INDUSTRIES LTD,13905447,JP3158800007,-1.3512,1.275,2500000
493,4212,JPY,SEKISUI JUSHI CORP,14015512,JP3420200002,-1.0662,0.99,550000
494,4215,JPY,CI TAKIRON CORP,14015524,JP3462200001,-0.9572,0.881,950000
495,4216,JPY,ASAHI YUKIZAI CORP,14015531,JP3117200000,-1.0322,0.956,250000
496,4217,JPY,HITACHI CHEMICAL CO LTD,14015534,JP3785000005,-1.3512,1.275,1600000
497,4218,JPY,NICHIBAN CO LTD,14015536,JP3662400005,-0.9592,0.883,100000
498,4220,JPY,RIKEN TECHNOS CORP,14015541,JP3973000007,-1.1342,1.058,650000
499,4221,JPY,OKURA INDUSTRIAL CO LTD,14015546,JP3178400002,-0.9612,0.885,150000
500,4224,JPY,LONSEAL CORP,14031044,JP3985200009,-4.1122,4.036,15000
501,4228,JPY,SEKISUI PLASTICS CO LTD,14015554,JP3419800002,-0.9912,0.915,450000
502,4229,JPY,GUN EI CHEMICAL INDUSTRY CO,14015559,JP3274800006,-1.0612,0.985,75000
503,4231,JPY,TIGERS POLYMER CORP,14031051,JP3440800005,-1.3572,1.281,100000
504,4238,JPY,MIRAIAL CO LTD,116722019,JP3910570005,-1.2282,1.152,65000
505,4246,JPY,DAIKYONISHIKAWA CORP,143916533,JP3481300006,-1.0292,0.953,1200000
506,4248,JPY,TAKEMOTO YOHKI CO LTD,173803212,JP3463300008,-2.0472,1.971,15000
507,4272,JPY,NIPPON KAYAKU CO LTD,13905448,JP3694400007,-0.9972,0.921,2100000
508,4275,JPY,CARLIT HOLDINGS CO LTD,134127989,JP3205320009,-2.1882,2.112,100000
509,4282,JPY,EPS HOLDINGS INC,47416959,JP3130770005,-0.9512,0.875,800000
510,4290,JPY,PRESTIGE INTERNATIONAL INC,121233147,JP3833620002,-1.0062,0.93,700000
511,4295,JPY,FAITH INC,47416965,JP3802690002,-1.2202,1.144,40000
512,4298,JPY,PROTO CORP,131083619,JP3833740008,-2.2962,2.22,400000
513,4301,JPY,AMUSE INC,47087613,JP3124500004,-0.9572,0.881,100000
514,4307,JPY,NOMURA RESEARCH INSTITUTE LT,31676937,JP3762800005,-1.0722,0.996,4900000
515,4318,JPY,QUICK CO LTD,131085518,JP3266000003,-1.7732,1.697,150000
516,4321,JPY,"KENEDIX, INC.",39015943,JP3281630008,-0.9992,0.923,5500000
517,4324,JPY,DENTSU INC,30865581,JP3551520004,-1.3512,1.275,2500000
518,4326,JPY,INTAGE HOLDINGS INC,48801652,JP3152790006,-0.9672,0.891,200000
519,4331,JPY,TAKE AND GIVE NEEDS CO LTD,46125237,JP3539350003,-0.9722,0.896,150000
520,4337,JPY,PIA CORP,47417011,JP3801570007,-3.7138,3.6376,15000
521,4342,JPY,SECOM JOSHINETSU CO LTD,47417017,JP3421850003,-7.3262,7.25,15000
522,4343,JPY,AEON FANTASY CO LTD,47417020,JP3131420006,-1.5512,1.475,10000
523,4344,JPY,SOURCENEXT CORP,47417025,JP3431200009,-18.9327,18.8565,90000
524,4345,JPY,CTS CO LTD,131084531,JP3346970001,-3.4092,3.333,55000
525,4346,JPY,NEXYZ GROUP CORP,47417028,JP3758020006,-3.9382,3.862,25000
526,4348,JPY,INFOCOM CORP,131094280,JP3153450006,-0.9862,0.91,450000
527,4350,JPY,MEDICAL SYSTEM NETWORK CO,103948281,JP3920940008,-2.5872,2.511,75000
528,4362,JPY,NIPPON FINE CHEMICAL CO LTD,14015565,JP3720000003,-0.9522,0.876,100000
529,4368,JPY,FUSO CHEMICAL CO LTD,131082890,JP3822600007,-1.7782,1.702,250000
530,4369,JPY,TRI CHEMICAL LABORATORIES IN,131087680,JP3636000006,-6.5332,6.457,10000
531,4384,JPY,RAKSUL INC,316282030,JP3967180005,-8.862,8.7858,20000
532,4385,JPY,MERCARI INC,317719144,JP3921290007,-3.5462,3.47,200000
533,4401,JPY,ADEKA CORP,14015574,JP3114800000,-0.9692,0.893,2300000
534,4403,JPY,NOF CORP.,14015577,JP3753400005,-1.3512,1.275,900000
535,4404,JPY,MIYOSHI OIL &amp; FAT CO LTD,14015580,JP3910400005,-1.0722,0.996,75000
536,4410,JPY,HARIMA CHEMICALS GROUP INC,14015584,JP3772600007,-2.4013,2.3251,250000
537,4423,JPY,ARTERIA NETWORKS CORP,341613243,JP3126240005,-3.6572,3.581,300000
538,4452,JPY,KAO CORPORATION,13905453,JP3205800000,-0.9592,0.883,5300000
539,4461,JPY,DKS CO LTD,14015589,JP3475000000,-2.4013,2.3251,55000
540,4462,JPY,ISHIHARA CHEMICAL CO LTD,129106725,JP3136900002,-4.3032,4.227,10000
541,4464,JPY,SOFT99 CORP,14031075,JP3436030005,-1.0762,1.0,30000
542,4471,JPY,SANYO CHEMICAL INDUSTRIES,14015594,JP3337600005,-1.8762,1.8,150000
543,4502,JPY,TAKEDA PHARMACEUTICAL CO LTD,13905462,JP3463000004,-1.0135,0.9373,8500000
544,4503,JPY,ASTELLAS PHARMA INC.,13905465,JP3942400007,-1.1131,1.0369,>10000000
545,4506,JPY,SUMITOMO DAINIPPON PHARMA CO,13905473,JP3495000006,-1.0382,0.962,3200000
546,4507,JPY,SHIONOGI &amp; CO LTD,13905476,JP3347200002,-1.0622,0.986,3700000
547,4508,JPY,MITSUBISHI TANABE PHARMA,14015599,JP3469000008,-1.0512,0.975,4000000
548,4514,JPY,ASKA PHARMACEUTICAL CO LTD,14015611,JP3541200006,-1.0282,0.952,550000
549,4516,JPY,NIPPON SHINYAKU CO LTD,14015617,JP3717600005,-0.9852,0.909,800000
550,4517,JPY,BIOFERMIN PHARMACEUTICAL CO,131085621,JP3799800002,-2.5762,2.5,10000
551,4519,JPY,CHUGAI PHARMACEUTICAL CO LTD,14015627,JP3519400000,-0.9612,0.885,2400000
552,4521,JPY,KAKEN PHARMACEUTICAL CO LTD,14015630,JP3207000005,-0.9902,0.914,1000000
553,4523,JPY,EISAI CO LTD,13905486,JP3160400002,-1.2658,1.1896,2200000
554,4526,JPY,RIKEN VITAMIN CO LTD,14031084,JP3972600005,-1.0442,0.968,100000
555,4527,JPY,ROHTO PHARMACEUTICAL CO LTD,14015632,JP3982400008,-1.0172,0.941,2000000
556,4528,JPY,ONO PHARMACEUTICAL CO LTD,14015637,JP3197600004,-1.0492,0.973,4800000
557,4530,JPY,HISAMITSU PHARMACEUTICAL CO,14015647,JP3784600003,-1.3062,1.23,1000000
558,4534,JPY,MOCHIDA PHARMACEUTICAL CO,14015651,JP3922800002,-1.0292,0.953,500000
559,4536,JPY,SANTEN PHARMACEUTICAL CO LTD,14015657,JP3336000009,-1.0492,0.973,5800000
560,4538,JPY,FUSO PHARMACEUTICAL INDUST,14015666,JP3823600006,-1.3512,1.275,45000
561,4539,JPY,NIPPON CHEMIPHAR CO LTD,14015671,JP3701600003,-1.0732,0.997,15000
562,4540,JPY,TSUMURA &amp; CO,14015672,JP3535800001,-1.0862,1.01,1800000
563,4541,JPY,NICHI-IKO PHARMACEUTICAL CO,110615217,JP3687200000,-0.9982,0.922,800000
564,4543,JPY,TERUMO CORP,13905488,JP3546800008,-1.3512,1.275,6900000
565,4544,JPY,MIRACA HOLDINGS INC,14015677,JP3822000000,-1.3512,1.275,1000000
566,4547,JPY,KISSEI PHARMACEUTICAL CO LTD,14015685,JP3240600001,-0.9782,0.902,1600000
567,4548,JPY,SEIKAGAKU CORP,45991285,JP3414000004,-0.9742,0.898,700000
568,4549,JPY,EIKEN CHEMICAL CO LTD,14031095,JP3160700005,-0.9512,0.875,550000
569,4550,JPY,NISSUI PHARMACEUTICAL CO LTD,14031096,JP3678100003,-1.0887,1.0125,70000
570,4551,JPY,TORII PHARMACEUTICAL CO LTD,14015690,JP3635800000,-0.9832,0.907,650000
571,4552,JPY,JCR PHARMACEUTICALS CO LTD,131081759,JP3701000006,-1.2272,1.151,150000
572,4553,JPY,TOWA PHARMACEUTICAL CO LTD,46653646,JP3623150004,-0.9622,0.886,1700000
573,4554,JPY,FUJI PHARMA CO LTD,125843848,JP3816200004,-0.9672,0.891,250000
574,4555,JPY,SAWAI PHARMACEUTICAL CO LTD,14031101,JP3323050009,-0.9812,0.905,1000000
575,4559,JPY,ZERIA PHARMACEUTICAL CO LTD,14015695,JP3428850006,-1.0512,0.975,100000
576,4565,JPY,SOSEI GROUP CORP,47419150,JP3431300007,-7.5464,7.4702,65000
577,4568,JPY,DAIICHI SANKYO CO LTD,35928149,JP3475350009,-1.1717,1.0955,5400000
578,4569,JPY,KYORIN HOLDINGS INC,38322889,JP3247090008,-0.9682,0.892,1500000
579,4577,JPY,DAITO PHARMACEUTICAL CO LTD,129106740,JP3486150000,-0.9742,0.898,150000
580,4578,JPY,OTSUKA HOLDINGS CO LTD,81835552,JP3188220002,-1.0887,1.0125,4200000
581,4581,JPY,TAISHO PHARMACEUTICAL HOLDIN,95441377,JP3442850008,-0.9962,0.92,800000
582,4587,JPY,PEPTIDREAM INC,129095534,JP3836750004,-1.2152,1.139,1100000
583,4593,JPY,HEALIOS KK,194125785,JP3835100003,-8.7213,8.6451,30000
584,4611,JPY,DAI NIPPON TORYO CO LTD,14015700,JP3495400008,-0.9572,0.881,400000
585,4612,JPY,NIPPON PAINT HOLDINGS CO LTD,14015707,JP3749400002,-1.3512,1.275,1300000
586,4613,JPY,KANSAI PAINT CO LTD,14015710,JP3229400001,-1.5025,1.4263,2800000
587,4617,JPY,CHUGOKU MARINE PAINTS LTD,14015719,JP3522600000,-1.0887,1.0125,800000
588,4619,JPY,NIHON TOKUSHU TORYO CO LTD,14015720,JP3739000002,-0.9842,0.908,150000
589,4620,JPY,FUJIKURA KASEI CO LTD,14015725,JP3811200009,-0.9792,0.903,300000
590,4626,JPY,TAIYO HOLDINGS CO LTD,14015731,JP3449100001,-1.0887,1.0125,100000
591,4631,JPY,DIC CORP,14015734,JP3493400000,-1.1937,1.1175,1900000
592,4633,JPY,SAKATA INX CORP,14015737,JP3314800008,-1.0887,1.0125,650000
593,4634,JPY,TOYO INK SC HOLDINGS CO LTD,14015740,JP3606600009,-1.0822,1.006,1100000
594,4636,JPY,T&amp;K TOKA CO LTD,125845865,JP3538570007,-1.2782,1.202,250000
595,4641,JPY,ALTECH CORP,14031110,JP3126350002,-1.0092,0.933,100000
596,4653,JPY,DAIOHS CORP,47419157,JP3480520000,-1.5862,1.51,15000
597,4658,JPY,NIPPON AIR CONDITIONING SERV,41014624,JP3699500009,-1.3012,1.225,150000
598,4661,JPY,ORIENTAL LAND CO LTD,14015752,JP3198900007,-1.3043,1.2281,1500000
599,4665,JPY,DUSKIN CO LTD,42402958,JP3505900005,-0.9712,0.895,600000
600,4666,JPY,PARK24 CO LTD,14015757,JP3780100008,-1.0322,0.956,2300000
601,4668,JPY,MEIKO NETWORK JAPAN CO LTD,47419162,JP3916100005,-1.6472,1.571,40000
602,4671,JPY,FALCO HOLDINGS CO LTD,127536581,JP3802650006,-1.1562,1.08,100000
603,4676,JPY,FUJI MEDIA HOLDINGS INC,14015766,JP3819400007,-1.0222,0.946,500000
604,4680,JPY,ROUND ONE CORP,14015772,JP3966800009,-1.0887,1.0125,2100000
605,4681,JPY,RESORTTRUST INC,14015776,JP3974450003,-1.3512,1.275,1600000
606,4684,JPY,OBIC CO LTD,14015781,JP3173400007,-1.0012,0.925,900000
607,4686,JPY,JUSTSYSTEMS CORP,131086553,JP3388450003,-0.9992,0.923,250000
608,4687,JPY,TDC SOFT INC,14031127,JP3539000004,-1.5632,1.487,150000
609,4689,JPY,YAHOO JAPAN CORP,28346248,JP3933800009,-0.9752,0.899,>10000000
610,4694,JPY,BML INC,14015791,JP3799700004,-1.6137,1.5375,1100000
611,4704,JPY,TREND MICRO INC,14015793,JP3637300009,-1.3512,1.275,2000000
612,4708,JPY,RELIA INC,14031137,JP3922200005,-1.0472,0.971,600000
613,4709,JPY,ID HOLDINGS CORP,131085121,JP3153600006,-1.9012,1.825,35000
614,4714,JPY,RISO KYOIKU CO LTD,14031147,JP3974300000,-1.1972,1.121,1000000
615,4716,JPY,ORACLE CORP JAPAN,14015806,JP3689500001,-1.0112,0.935,650000
616,4719,JPY,ALPHA SYSTEMS INC,14015811,JP3126330004,-1.1882,1.112,45000
617,4722,JPY,FUTURE CORP,85469731,JP3826200002,-0.9982,0.922,400000
618,4725,JPY,CAC HOLDINGS CORP,14015814,JP3346300001,-1.0512,0.975,200000
619,4726,JPY,SOFTBANK TECHNOLOGY CORP,129106720,JP3436150001,-4.5162,4.44,20000
620,4732,JPY,USS CO LTD,14015820,JP3944130008,-1.0192,0.943,3600000
621,4733,JPY,OBIC BUSINESS CONSULTANTS,44263073,JP3173500004,-1.0252,0.949,250000
622,4739,JPY,ITOCHU TECHNO-SOLUTIONS CORP,14015831,JP3143900003,-1.0292,0.953,1900000
623,4743,JPY,ITFOR INC,129106716,JP3530000003,-2.0262,1.95,150000
624,4745,JPY,TOKYO INDIVIDUALIZED EDU,52197779,JP3576500007,-1.3252,1.249,150000
625,4746,JPY,TOUKEI COMPUTER CO LTD,14031157,JP3590850008,-0.9612,0.885,15000
626,4751,JPY,CYBERAGENT INC,47067615,JP3311400000,-0.9952,0.919,1500000
627,4755,JPY,RAKUTEN INC,37585692,JP3967200001,-0.9702,0.894,>10000000
