#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
3198|JPY|SFP HOLDINGS CO LTD|173708965|JP3162250009|-3.3262|3.2500|25000|
3201|JPY|JAPAN WOOL TEXTILE CO LTD|14015197|JP3700800000|-1.0887|1.0125|700000|
3205|JPY|DAIDOH LTD|14015211|JP3488600002|-1.8762|1.8000|100000|
3221|JPY|YOSSIX CO LTD|174060854|JP3957600004|-2.5482|2.4720|20000|
3222|JPY|UNITED SUPER MARKETS HOLDING|182878349|JP3949450005|-1.3512|1.2750|250000|
3226|JPY|NIPPON ACCOMMODATIONS FUND|41580478|JP3046440008|-1.5634|1.4872|6000|
3227|JPY|MCUBS MIDCITY INVESTMENT COR|50765177|JP3046450007|-1.0402|0.9640|35000|
3231|JPY|NOMURA REAL ESTATE HOLDINGS|41144484|JP3762900003|-0.9832|0.9070|2800000|
3232|JPY|MIE KOTSU GROUP HOLDINGS INC|196704624|JP3332510001|-1.5682|1.4920|550000|
3234|JPY|MORI HILLS REIT INVESTMENT C|42471104|JP3046470005|-1.0152|0.9390|25000|
3244|JPY|SAMTY CO LTD|131083794|JP3322970009|-3.3262|3.2500|200000|
3245|JPY|DEAR LIFE CO LTD|45564612|JP3548720006|-3.5772|3.5010|50000|
3249|JPY|INDUSTRIAL &amp; INFRASTRUCTURE|113582402|JP3046500009|-1.0082|0.9320|30000|
3252|JPY|NIPPON COMMERCIAL DEVELOPMEN|195222287|JP3714200007|-4.0172|3.9410|25000|
3254|JPY|PRESSANCE CORP|47664863|JP3833300001|-1.0582|0.9820|550000|
3258|JPY|UNIZO HOLDINGS CO LTD|69188927|JP3394400000|-10.4439|10.3677|35000|
3269|JPY|ADVANCE RESIDENCE INVESTMENT|73078190|JP3047160001|-1.0072|0.9310|15000|
3276|JPY|JAPAN PROPERTY MANAGEMENT CE|129106629|JP3695050009|-1.3142|1.2380|25000|
3278|JPY|KENEDIX RESIDENTIAL NEXT INV|106652757|JP3047480003|-1.1332|1.0570|1000|
3279|JPY|ACTIVIA PROPERTIES INC|108681076|JP3047490002|-0.9912|0.9150|10000|
3281|JPY|GLP J-REIT|119072830|JP3047510007|-1.0142|0.9380|45000|
3282|JPY|COMFORIA RESIDENTIAL REIT IN|121892789|JP3047540004|-3.1178|3.0416|7000|
3283|JPY|NIPPON PROLOGIS REIT INC|122174125|JP3047550003|-1.3512|1.2750|25000|
3288|JPY|OPEN HOUSE CO LTD|133428174|JP3173540000|-1.0112|0.9350|750000|
3289|JPY|TOKYU FUDOSAN HOLDINGS CORP|134127972|JP3569200003|-1.0422|0.9660|>10000000|
3291|JPY|IIDA GROUP HOLDINGS CO LTD|135867107|JP3131090007|-1.0362|0.9600|3000000|
3292|JPY|AEON REIT INVESTMENT CORP|136480998|JP3047650001|-0.9732|0.8970|10000|
3295|JPY|HULIC REIT INC|141554194|JP3047660000|-1.1292|1.0530|10000|
3296|JPY|NIPPON REIT INVESTMENT CORP|146510023|JP3047750009|-0.9262|0.8500|6000|
3298|JPY|INVESCO OFFICE J-REIT INC|150477464|JP3047760008|-2.2322|2.1560|80000|
3299|JPY|MUGEN ESTATE CO LTD|151488260|JP3912500000|-4.2012|4.1250|150000|
3302|JPY|TEIKOKU SEN-I CO LTD|14015216|JP3540800004|-0.9742|0.8980|50000|
3309|JPY|SEKISUI HOUSE REIT INC|172729770|JP3047820000|-1.0102|0.9340|40000|
3319|JPY|GOLF DIGEST ONLINE INC|129106634|JP3309050007|-3.4682|3.3920|85000|
3333|JPY|ASAHI CO LTD|90238276|JP3110500000|-0.9472|0.8710|400000|
3341|JPY|NIHON CHOUZAI CO LTD|128356154|JP3729200000|-1.8702|1.7940|70000|
3349|JPY|COSMOS PHARMACEUTICAL CORP|43584133|JP3298400007|-1.0862|1.0100|70000|
3355|JPY|KURIYAMA HOLDINGS CORP|129106663|JP3270810009|-4.5262|4.4500|60000|
3360|JPY|SHIP HEALTHCARE HOLDINGS INC|89098736|JP3274150006|-1.0302|0.9540|700000|
3371|JPY|SOFTCREATE HOLDINGS CORP|72396050|JP3436040004|-0.9952|0.9190|65000|
3382|JPY|SEVEN &amp; I HOLDINGS CO LTD|35802542|JP3422950000|-4.7378|4.6616|4800000|
3385|JPY|YAKUODO CO LTD|131083020|JP3931400000|-2.2852|2.2090|100000|
3388|JPY|MEIJI ELECTRIC INDUSTRIES CO|131087833|JP3917600003|-2.2162|2.1400|35000|
3391|JPY|TSURUHA HOLDINGS INC|36818245|JP3536150000|-1.0982|1.0220|550000|
3395|JPY|SAINT MARC HOLDINGS CO LTD|37535302|JP3337070001|-0.9752|0.8990|300000|
3396|JPY|FELISSIMO CORP|37913519|JP3802860001|-1.7452|1.6690|15000|
3397|JPY|TORIDOLL HOLDINGS CORP|37966232|JP3636650008|-3.1888|3.1126|100000|
3401|JPY|TEIJIN LIMITED|13905371|JP3544000007|-1.0887|1.0125|3700000|
3402|JPY|TORAY INDUSTRIES INC|13905374|JP3621000003|-1.0482|0.9720|>10000000|
3405|JPY|KURARAY CO LTD|13905383|JP3269600007|-0.9422|0.8660|6600000|
3407|JPY|ASAHI KASEI CORP|13905384|JP3111200006|-1.0887|1.0125|>10000000|
3408|JPY|SAKAI OVEX CO LTD|14015226|JP3312600004|-2.3252|2.2490|100000|
3415|JPY|TOKYO BASE CO LTD|201677954|JP3399710007|-7.5472|7.4710|100000|
3421|JPY|INABA SEISAKUSHO CO LTD|14030936|JP3145800003|-2.0092|1.9330|45000|
3431|JPY|MIYAJI ENGINEERING GROUP INC|129106641|JP3908700002|-1.0342|0.9580|40000|
3433|JPY|TOCALO CO LTD|54547315|JP3552290003|-1.0887|1.0125|800000|
3434|JPY|ALPHA CORP|79712444|JP3126360001|-2.0442|1.9680|70000|
3436|JPY|SUMCO CORP|36844262|JP3322930003|-1.3512|1.2750|3700000|
3443|JPY|KAWADA TECHNOLOGIES INC|69188930|JP3226300006|-2.6322|2.5560|35000|
3445|JPY|RS TECHNOLOGIES CO LTD|184073730|JP3100350002|-5.8622|5.7860|65000|
3451|JPY|TOSEI REIT INVESTMENT CORP|172185801|JP3047830009|-3.6542|3.5780|2000|
3452|JPY|B-LOT CO LTD|173246148|JP3799770007|-5.7712|5.6950|25000|
3453|JPY|KENEDIX RETAIL REIT CORP|179254919|JP3047900000|-1.0202|0.9440|10000|
3462|JPY|NOMURA REAL ESTATE MASTER FU|205624384|JP3048110005|-1.0252|0.9490|45000|
3465|JPY|KI-STAR REAL ESTATE CO LTD|212957207|JP3277620005|-3.0052|2.9290|30000|
3466|JPY|LASALLE LOGIPORT REIT|218462200|JP3048180008|-1.8623|1.7861|10000|
3468|JPY|STAR ASIA INVESTMENT CORPORA|225585069|JP3048200004|-4.3152|4.2390|5000|
3471|JPY|MITSUI FUDOSAN LOGISTICS PAR|239361644|JP3048300002|-8.5440|8.4678|1000|
3501|JPY|SUMINOE TEXTILE CO LTD|14015231|JP3410200004|-1.2732|1.1970|40000|
3512|JPY|NIPPON FELT CO LTD|14015233|JP3749000000|-1.0887|1.0125|40000|
3526|JPY|ASHIMORI INDUSTRY CO LTD|14015253|JP3118400005|-4.2622|4.1860|35000|
3528|JPY|PROSPECT CO LTD|14030941|JP3221000007|-5.6032|5.5270|900000|
3529|JPY|ATSUGI CO LTD|14015258|JP3120200005|-1.0132|0.9370|250000|
3539|JPY|JAPAN MEAT CO LTD|225585064|JP3389690003|-3.1612|3.0850|40000|
3548|JPY|BAROQUE JAPAN LTD|249387917|JP3778450001|-4.4722|4.3960|30000|
3549|JPY|KUSURI NO AOKI HOLDINGS CO L|252505252|JP3266190002|-1.0702|0.9940|250000|
3551|JPY|DYNIC CORP|14015263|JP3493000008|-1.3512|1.2750|25000|
3553|JPY|KYOWA LEATHER CLOTH CO LTD|14015267|JP3256400007|-1.3512|1.2750|200000|
3563|JPY|SUSHIRO GLOBAL HOLDINGS LTD|267455362|JP3397150008|-1.3412|1.2650|300000|
3564|JPY|LIXIL VIVA CORP|268948582|JP3970100008|-1.0202|0.9440|200000|
3569|JPY|SEIREN CO LTD|14015270|JP3413800008|-1.0572|0.9810|650000|
3571|JPY|SOTOH CO LTD|14030955|JP3434600007|-2.5382|2.4620|15000|
3580|JPY|KOMATSU MATERE CO LTD|14015276|JP3304600004|-1.0402|0.9640|150000|
3591|JPY|WACOAL HOLDINGS CORP|14015287|JP3992400006|-1.0887|1.0125|1700000|
3593|JPY|HOGY MEDICAL CO LTD|14015288|JP3840800001|-1.0887|1.0125|350000|
3608|JPY|TSI HOLDINGS CO LTD|89049875|JP3538690003|-0.9662|0.8900|2000000|
3612|JPY|WORLD CO LTD|330985493|JP3990210001|-3.0402|2.9640|200000|
3626|JPY|TIS INC|50020161|JP3104890003|-1.3512|1.2750|1500000|
3630|JPY|DENSAN SYSTEM CO LTD|55693135|JP3551420007|-1.1752|1.0990|20000|
3632|JPY|GREE INC|81547058|JP3274070006|-0.9812|0.9050|3600000|
3635|JPY|KOEI TECMO HOLDINGS CO LTD|59156326|JP3283460008|-1.0482|0.9720|1100000|
3636|JPY|MITSUBISHI RESEARCH INSTITUT|69188912|JP3902200009|-1.0642|0.9880|100000|
3649|JPY|FINDEX INC|131082771|JP3801450002|-3.3322|3.2560|35000|
3656|JPY|KLAB INC|95224495|JP3268870007|-3.3012|3.2250|60000|
3657|JPY|POLETOWIN PITCREW HOLDINGS|96674429|JP3855950006|-2.1142|2.0380|1100000|
3659|JPY|NEXON CO LTD|98678502|JP3758190007|-1.1987|1.1225|8800000|
3662|JPY|ATEAM INC|105460511|JP3160890004|-2.7832|2.7070|70000|
3665|JPY|ENIGMO INC|111228164|JP3164590006|-6.5172|6.4410|100000|
3666|JPY|TECNOS JAPAN INC|131087327|JP3545230009|-4.0662|3.9900|30000|
3668|JPY|COLOPL INC|118799136|JP3305960001|-3.2542|3.1780|450000|
3673|JPY|BROADLEAF CO LTD|124906014|JP3831490002|-1.0122|0.9360|850000|
3676|JPY|DIGITAL HEARTS HOLDINGS CO L|134127984|JP3765110006|-5.7842|5.7080|35000|
3677|JPY|SYSTEM INFORMATION CO LTD|134579576|JP3350940007|-5.7252|5.6490|100000|
3678|JPY|MEDIA DO HOLDINGS CO LTD|136480995|JP3921230003|-4.9112|4.8350|10000|
3679|JPY|ZIGEXN CO LTD|137032754|JP3386490001|-3.0422|2.9660|200000|
3681|JPY|V-CUBE INC|137867240|JP3829750003|-5.4392|5.3630|30000|
3687|JPY|FIXSTARS CORP|146442483|JP3802950000|-6.7632|6.6870|40000|
3692|JPY|FFRI INC|165198484|JP3166830004|-21.5145|21.4383|25000|
3697|JPY|SHIFT INC|169915999|JP3355400007|-10.1112|10.0350|40000|
3708|JPY|TOKUSHU TOKAI PAPER CO LTD|43587028|JP3624900001|-0.9732|0.8970|85000|
3723|JPY|NIHON FALCOM CORP|122259471|JP3748520008|-4.2232|4.1470|10000|
3733|JPY|SOFTWARE SERVICE INC|131087100|JP3436020006|-3.5652|3.4890|15000|
3738|JPY|T-GAIA CORP|127011993|JP3893700009|-1.0432|0.9670|900000|
3751|JPY|JAPAN ASIA GROUP LTD|105429817|JP3385840008|-2.3692|2.2930|100000|
3756|JPY|MAMEZOU HOLDINGS CO LTD|124144466|JP3870320003|-0.9912|0.9150|100000|
3762|JPY|TECHMATRIX CORPORATION|124012882|JP3545130001|-2.3112|2.2350|40000|
3765|JPY|GUNGHO ONLINE ENTERTAINMENT|128713428|JP3235900002|-1.3722|1.2960|300000|
3769|JPY|GMO PAYMENT GATEWAY INC|125845879|JP3385890003|-2.4013|2.3251|750000|
3771|JPY|SYSTEM RESEARCH CO LTD|131083338|JP3351070002|-3.9482|3.8720|5000|
3774|JPY|INTERNET INITIATIVE JAPAN|37082732|JP3152820001|-1.0312|0.9550|650000|
3778|JPY|SAKURA INTERNET INC|36337428|JP3317300006|-5.3942|5.3180|45000|
3788|JPY|GMO CLOUD K.K.|37215891|JP3386040004|-4.1562|4.0800|10000|
3817|JPY|SRA HOLDINGS INC|41137745|JP3161450006|-1.0262|0.9500|100000|
3822|JPY|MINORI SOLUTIONS CO LTD|131087365|JP3386290005|-2.8622|2.7860|9000|
3834|JPY|ASAHI NET INC|129106615|JP3115800009|-0.9732|0.8970|60000|
3836|JPY|AVANT CORP|131087011|JP3548680002|-3.2972|3.2210|100000|
3837|JPY|AD-SOL NISSIN CORP|131087550|JP3122030004|-4.5842|4.5080|10000|
3843|JPY|FREEBIT CO LTD|43553459|JP3826720009|-5.7182|5.6420|20000|
3844|JPY|COMTURE CORP|120639647|JP3305560009|-1.8502|1.7740|80000|
3857|JPY|LAC CO LTD|131082011|JP3967900006|-7.9742|7.8980|50000|
3861|JPY|OJI HOLDINGS CORP|13905389|JP3174410005|-1.1072|1.0310|>10000000|
3863|JPY|NIPPON PAPER INDUSTRIES CO L|125203643|JP3721600009|-1.0092|0.9330|1500000|
3864|JPY|MITSUBISHI PAPER MILLS LTD|13905395|JP3901200000|-1.0322|0.9560|400000|
3865|JPY|HOKUETSU CORP|13905398|JP3841800000|-0.9592|0.8830|3700000|
3877|JPY|CHUETSU PULP &amp; PAPER CO LTD|14015316|JP3513400006|-2.0612|1.9850|65000|
3880|JPY|DAIO PAPER CORP|14015326|JP3440400004|-4.5013|4.4251|200000|
3901|JPY|MARKLINES CO LTD|173504980|JP3860210008|-4.8202|4.7440|35000|
3902|JPY|MEDICAL DATA VISION CO LTD|173504990|JP3921250001|-7.5672|7.4910|45000|
3903|JPY|GUMI INC|173803218|JP3273810006|-5.8692|5.7930|30000|
3911|JPY|AIMING INC|184280238|JP3161050004|-7.4622|7.3860|100000|
3916|JPY|DIGITAL INFORMATION TECHNOLO|194380062|JP3549060006|-5.3292|5.2530|10000|
3923|JPY|RAKUS CO LTD|211721529|JP3967170006|-2.4962|2.4200|300000|
3926|JPY|OPEN DOOR INC|212289332|JP3173560008|-2.6212|2.5450|75000|
3932|JPY|AKATSUKI INC|222425116|JP3107000006|-4.8602|4.7840|20000|
3937|JPY|UBICOM HOLDINGS INC|233640696|JP3160910000|-5.2162|5.1400|15000|
3938|JPY|LINE CORP|236588582|JP3966750006|-4.5726|4.4964|450000|
3941|JPY|RENGO CO LTD|14015341|JP3981400009|-1.0887|1.0125|5400000|
3946|JPY|TOMOKU CO LTD|14015347|JP3554000004|-1.0362|0.9600|100000|
3950|JPY|PACK CORP-THE|14030981|JP3345900009|-1.4002|1.3240|85000|
3951|JPY|ASAHI PRINTING CO LTD|129106651|JP3110600008|-2.3262|2.2500|20000|
3966|JPY|UZABASE INC|247912116|JP3944390008|-10.4439|10.3677|7000|
3969|JPY|ATLED CORP|255881332|JP3160930008|-3.2192|3.1430|60000|
3975|JPY|AOI TYO HOLDINGS INC|257770593|JP3105330009|-0.9962|0.9200|150000|
3978|JPY|MACROMILL INC|265182481|JP3863030007|-1.2122|1.1360|200000|
3993|JPY|PKSHA TECHNOLOGY INC|286166033|JP3780050005|-16.5912|16.5150|300000|
3994|JPY|MONEY FORWARD INC|287341176|JP3869960009|-6.2692|6.1930|50000|
4004|JPY|SHOWA DENKO K K|13905404|JP3368000000|-1.3512|1.2750|2000000|
4005|JPY|SUMITOMO CHEMICAL CO LTD|13905408|JP3401400001|-1.0782|1.0020|>10000000|
4008|JPY|SUMITOMO SEIKA CHEMICALS CO|14015356|JP3405600002|-0.9972|0.9210|150000|
4021|JPY|NISSAN CHEMICAL CORP|13905418|JP3670800006|-1.0887|1.0125|1900000|
4022|JPY|RASA INDUSTRIES LTD|14015363|JP3967400007|-6.0764|6.0002|30000|
4023|JPY|KUREHA CORP|14015366|JP3271600003|-1.0887|1.0125|350000|
4025|JPY|TAKI CHEMICAL CO LTD|131083260|JP3461000006|-5.5032|5.4270|3000|
4027|JPY|TAYCA CORP|14015369|JP3539300008|-0.9642|0.8880|100000|
4028|JPY|ISHIHARA SANGYO KAISHA LTD|14015372|JP3136800004|-1.3512|1.2750|1200000|
4041|JPY|NIPPON SODA CO LTD|13905423|JP3726200003|-0.9602|0.8840|900000|
4042|JPY|TOSOH CORP|13905425|JP3595200001|-1.0732|0.9970|4900000|
4043|JPY|TOKUYAMA CORP|14015383|JP3625000009|-0.9982|0.9220|1500000|
4044|JPY|CENTRAL GLASS CO LTD|14015384|JP3425000001|-1.0582|0.9820|950000|
4045|JPY|TOAGOSEI CO LTD|13905428|JP3556400004|-1.3512|1.2750|2000000|
4046|JPY|OSAKA SODA CO LTD|14015389|JP3485900009|-0.9552|0.8790|250000|
4047|JPY|KANTO DENKA KOGYO CO LTD|14015393|JP3232600001|-1.0887|1.0125|500000|
4061|JPY|DENKA CO LTD|13905435|JP3549600009|-1.3512|1.2750|2100000|
4062|JPY|IBIDEN CO LTD|14015396|JP3148800000|-1.3707|1.2945|2200000|
4063|JPY|SHIN-ETSU CHEMICAL CO LTD|13905438|JP3371200001|-1.0887|1.0125|4200000|
4064|JPY|NIPPON CARBIDE INDUSTRIES CO|14015403|JP3690000009|-1.0062|0.9300|80000|
4078|JPY|SAKAI CHEMICAL INDUSTRY CO|14015406|JP3312800000|-1.0352|0.9590|250000|
4082|JPY|DAIICHI KIGENSO KAGAKU-KOGYO|47416954|JP3474350000|-3.0482|2.9720|100000|
4088|JPY|AIR WATER INC|14015413|JP3160670000|-1.0172|0.9410|3200000|
4091|JPY|TAIYO NIPPON SANSO CORP|14015418|JP3711600001|-1.0072|0.9310|2600000|
4092|JPY|NIPPON CHEMICAL INDUSTRIAL|14015423|JP3691600005|-0.9872|0.9110|100000|
4094|JPY|NIHON KAGAKU SANGYO CO LTD|14031010|JP3692000007|-4.8262|4.7500|40000|
4095|JPY|NIHON PARKERIZING CO LTD|14015426|JP3744600002|-1.3512|1.2750|1800000|
4097|JPY|KOATSU GAS KOGYO CO LTD|14015431|JP3285800003|-1.0232|0.9470|650000|
4099|JPY|SHIKOKU CHEMICALS CORP|14015437|JP3349600001|-1.0512|0.9750|300000|
4100|JPY|TODA KOGYO CORP|14015443|JP3627400009|-3.5825|3.5063|20000|
4107|JPY|ISE CHEMICALS CORP|14031016|JP3139300002|-3.8712|3.7950|5000|
4109|JPY|STELLA CHEMIFA CORP|14015449|JP3399720006|-6.0764|6.0002|75000|
4112|JPY|HODOGAYA CHEMICAL CO LTD|14015452|JP3852600000|-1.2062|1.1300|65000|
4114|JPY|NIPPON SHOKUBAI CO LTD|14015456|JP3715200006|-0.9802|0.9040|400000|
4115|JPY|HONSHU CHEMICAL INDUSTRY CO|14031021|JP3853400004|-1.7052|1.6290|35000|
4116|JPY|DAINICHISEIKA COLOR &amp; CHEM|14015461|JP3492200005|-1.0272|0.9510|250000|
4118|JPY|KANEKA CORP|14015466|JP3215800008|-1.3212|1.2450|1600000|
4151|JPY|KYOWA KIRIN CO LTD|13905442|JP3256000005|-0.9762|0.9000|3800000|
4182|JPY|MITSUBISHI GAS CHEMICAL CO|14015471|JP3896800004|-1.0362|0.9600|4400000|
4183|JPY|MITSUI CHEMICALS INC|14015473|JP3888300005|-1.0662|0.9900|3000000|
4185|JPY|JSR CORP|14015476|JP3385980002|-1.1156|1.0394|3600000|
4186|JPY|TOKYO OHKA KOGYO CO LTD|14015483|JP3571800006|-1.3512|1.2750|700000|
4187|JPY|OSAKA ORGANIC CHEMICAL IND|37064422|JP3187000009|-1.0642|0.9880|150000|
4188|JPY|MITSUBISHI CHEMICAL HOLDINGS|35928154|JP3897700005|-1.0682|0.9920|>10000000|
4189|JPY|KH NEOCHEM CO LTD|247293533|JP3277040006|-1.0712|0.9950|450000|
4202|JPY|DAICEL CORP|14015491|JP3485800001|-1.3512|1.2750|6900000|
4203|JPY|SUMITOMO BAKELITE CO LTD|14015494|JP3409400003|-0.9942|0.9180|500000|
4204|JPY|SEKISUI CHEMICAL CO LTD|14015497|JP3419400001|-0.9592|0.8830|6300000|
4205|JPY|ZEON CORPORATION|14015500|JP3725400000|-1.3512|1.2750|2400000|
4206|JPY|AICA KOGYO CO LTD|14015506|JP3100800006|-1.0602|0.9840|900000|
4208|JPY|UBE INDUSTRIES LTD|13905447|JP3158800007|-1.3512|1.2750|2500000|
4212|JPY|SEKISUI JUSHI CORP|14015512|JP3420200002|-1.0662|0.9900|550000|
4215|JPY|CI TAKIRON CORP|14015524|JP3462200001|-0.9572|0.8810|950000|
4216|JPY|ASAHI YUKIZAI CORP|14015531|JP3117200000|-1.0322|0.9560|250000|
4217|JPY|HITACHI CHEMICAL CO LTD|14015534|JP3785000005|-1.3512|1.2750|1600000|
4218|JPY|NICHIBAN CO LTD|14015536|JP3662400005|-0.9592|0.8830|100000|
4220|JPY|RIKEN TECHNOS CORP|14015541|JP3973000007|-1.1342|1.0580|650000|
4221|JPY|OKURA INDUSTRIAL CO LTD|14015546|JP3178400002|-0.9612|0.8850|150000|
4224|JPY|LONSEAL CORP|14031044|JP3985200009|-4.1122|4.0360|15000|
4228|JPY|SEKISUI PLASTICS CO LTD|14015554|JP3419800002|-0.9912|0.9150|450000|
4229|JPY|GUN EI CHEMICAL INDUSTRY CO|14015559|JP3274800006|-1.0612|0.9850|75000|
4231|JPY|TIGERS POLYMER CORP|14031051|JP3440800005|-1.3572|1.2810|100000|
4238|JPY|MIRAIAL CO LTD|116722019|JP3910570005|-1.2282|1.1520|65000|
4246|JPY|DAIKYONISHIKAWA CORP|143916533|JP3481300006|-1.0292|0.9530|1200000|
4248|JPY|TAKEMOTO YOHKI CO LTD|173803212|JP3463300008|-2.0472|1.9710|15000|
4272|JPY|NIPPON KAYAKU CO LTD|13905448|JP3694400007|-0.9972|0.9210|2100000|
4275|JPY|CARLIT HOLDINGS CO LTD|134127989|JP3205320009|-2.1882|2.1120|100000|
4282|JPY|EPS HOLDINGS INC|47416959|JP3130770005|-0.9512|0.8750|800000|
4290|JPY|PRESTIGE INTERNATIONAL INC|121233147|JP3833620002|-1.0062|0.9300|700000|
4295|JPY|FAITH INC|47416965|JP3802690002|-1.2202|1.1440|40000|
4298|JPY|PROTO CORP|131083619|JP3833740008|-2.2962|2.2200|400000|
4301|JPY|AMUSE INC|47087613|JP3124500004|-0.9572|0.8810|100000|
4307|JPY|NOMURA RESEARCH INSTITUTE LT|31676937|JP3762800005|-1.0722|0.9960|4900000|
4318|JPY|QUICK CO LTD|131085518|JP3266000003|-1.7732|1.6970|150000|
4321|JPY|KENEDIX, INC.|39015943|JP3281630008|-0.9992|0.9230|5500000|
4324|JPY|DENTSU INC|30865581|JP3551520004|-1.3512|1.2750|2500000|
4326|JPY|INTAGE HOLDINGS INC|48801652|JP3152790006|-0.9672|0.8910|200000|
4331|JPY|TAKE AND GIVE NEEDS CO LTD|46125237|JP3539350003|-0.9722|0.8960|150000|
4337|JPY|PIA CORP|47417011|JP3801570007|-3.7138|3.6376|15000|
4342|JPY|SECOM JOSHINETSU CO LTD|47417017|JP3421850003|-7.3262|7.2500|15000|
4343|JPY|AEON FANTASY CO LTD|47417020|JP3131420006|-1.5512|1.4750|10000|
4344|JPY|SOURCENEXT CORP|47417025|JP3431200009|-18.9327|18.8565|90000|
4345|JPY|CTS CO LTD|131084531|JP3346970001|-3.4092|3.3330|55000|
4346|JPY|NEXYZ GROUP CORP|47417028|JP3758020006|-3.9382|3.8620|25000|
4348|JPY|INFOCOM CORP|131094280|JP3153450006|-0.9862|0.9100|450000|
4350|JPY|MEDICAL SYSTEM NETWORK CO|103948281|JP3920940008|-2.5872|2.5110|75000|
4362|JPY|NIPPON FINE CHEMICAL CO LTD|14015565|JP3720000003|-0.9522|0.8760|100000|
4368|JPY|FUSO CHEMICAL CO LTD|131082890|JP3822600007|-1.7782|1.7020|250000|
4369|JPY|TRI CHEMICAL LABORATORIES IN|131087680|JP3636000006|-6.5332|6.4570|10000|
4384|JPY|RAKSUL INC|316282030|JP3967180005|-8.8620|8.7858|20000|
4385|JPY|MERCARI INC|317719144|JP3921290007|-3.5462|3.4700|200000|
4401|JPY|ADEKA CORP|14015574|JP3114800000|-0.9692|0.8930|2300000|
4403|JPY|NOF CORP.|14015577|JP3753400005|-1.3512|1.2750|900000|
4404|JPY|MIYOSHI OIL &amp; FAT CO LTD|14015580|JP3910400005|-1.0722|0.9960|75000|
4410|JPY|HARIMA CHEMICALS GROUP INC|14015584|JP3772600007|-2.4013|2.3251|250000|
4423|JPY|ARTERIA NETWORKS CORP|341613243|JP3126240005|-3.6572|3.5810|300000|
4452|JPY|KAO CORPORATION|13905453|JP3205800000|-0.9592|0.8830|5300000|
4461|JPY|DKS CO LTD|14015589|JP3475000000|-2.4013|2.3251|55000|
4462|JPY|ISHIHARA CHEMICAL CO LTD|129106725|JP3136900002|-4.3032|4.2270|10000|
4464|JPY|SOFT99 CORP|14031075|JP3436030005|-1.0762|1.0000|30000|
4471|JPY|SANYO CHEMICAL INDUSTRIES|14015594|JP3337600005|-1.8762|1.8000|150000|
4502|JPY|TAKEDA PHARMACEUTICAL CO LTD|13905462|JP3463000004|-1.0135|0.9373|8500000|
4503|JPY|ASTELLAS PHARMA INC.|13905465|JP3942400007|-1.1131|1.0369|>10000000|
4506|JPY|SUMITOMO DAINIPPON PHARMA CO|13905473|JP3495000006|-1.0382|0.9620|3200000|
4507|JPY|SHIONOGI &amp; CO LTD|13905476|JP3347200002|-1.0622|0.9860|3700000|
4508|JPY|MITSUBISHI TANABE PHARMA|14015599|JP3469000008|-1.0512|0.9750|4000000|
4514|JPY|ASKA PHARMACEUTICAL CO LTD|14015611|JP3541200006|-1.0282|0.9520|550000|
4516|JPY|NIPPON SHINYAKU CO LTD|14015617|JP3717600005|-0.9852|0.9090|800000|
4517|JPY|BIOFERMIN PHARMACEUTICAL CO|131085621|JP3799800002|-2.5762|2.5000|10000|
4519|JPY|CHUGAI PHARMACEUTICAL CO LTD|14015627|JP3519400000|-0.9612|0.8850|2400000|
4521|JPY|KAKEN PHARMACEUTICAL CO LTD|14015630|JP3207000005|-0.9902|0.9140|1000000|
4523|JPY|EISAI CO LTD|13905486|JP3160400002|-1.2658|1.1896|2200000|
4526|JPY|RIKEN VITAMIN CO LTD|14031084|JP3972600005|-1.0442|0.9680|100000|
4527|JPY|ROHTO PHARMACEUTICAL CO LTD|14015632|JP3982400008|-1.0172|0.9410|2000000|
4528|JPY|ONO PHARMACEUTICAL CO LTD|14015637|JP3197600004|-1.0492|0.9730|4800000|
4530|JPY|HISAMITSU PHARMACEUTICAL CO|14015647|JP3784600003|-1.3062|1.2300|1000000|
4534|JPY|MOCHIDA PHARMACEUTICAL CO|14015651|JP3922800002|-1.0292|0.9530|500000|
4536|JPY|SANTEN PHARMACEUTICAL CO LTD|14015657|JP3336000009|-1.0492|0.9730|5800000|
4538|JPY|FUSO PHARMACEUTICAL INDUST|14015666|JP3823600006|-1.3512|1.2750|45000|
4539|JPY|NIPPON CHEMIPHAR CO LTD|14015671|JP3701600003|-1.0732|0.9970|15000|
4540|JPY|TSUMURA &amp; CO|14015672|JP3535800001|-1.0862|1.0100|1800000|
4541|JPY|NICHI-IKO PHARMACEUTICAL CO|110615217|JP3687200000|-0.9982|0.9220|800000|
4543|JPY|TERUMO CORP|13905488|JP3546800008|-1.3512|1.2750|6900000|
4544|JPY|MIRACA HOLDINGS INC|14015677|JP3822000000|-1.3512|1.2750|1000000|
4547|JPY|KISSEI PHARMACEUTICAL CO LTD|14015685|JP3240600001|-0.9782|0.9020|1600000|
4548|JPY|SEIKAGAKU CORP|45991285|JP3414000004|-0.9742|0.8980|700000|
4549|JPY|EIKEN CHEMICAL CO LTD|14031095|JP3160700005|-0.9512|0.8750|550000|
4550|JPY|NISSUI PHARMACEUTICAL CO LTD|14031096|JP3678100003|-1.0887|1.0125|70000|
4551|JPY|TORII PHARMACEUTICAL CO LTD|14015690|JP3635800000|-0.9832|0.9070|650000|
