,#SYM,CUR,NAME,CON,ISIN,REBATERATE,FEERATE,AVAILABLE
9800,SREV,USD,SERVICESOURCE INTERNATIONAL,86178828,XXXXXXXU1007,1.5037,0.5963,550000
9801,SRF,USD,CUSHING ENERGY INCOME FUND-T,205820924,XXXXXXXT1025,-4.358,6.458,15000
9802,SRG,USD,SERITAGE GROWTH PROP- A REIT,198630481,XXXXXXXR1005,1.5778,0.5222,450000
9803,SRG PRA,USD,SERITAGE GROWTH PROPERT,299184619,XXXXXXXR3084,-22.4296,24.5296,45000
9804,SRGHY,USD,SHOPRITE HOLDINGS-SPN ADR,139179347,XXXXXXXE2090,-10.3783,12.4783,2000
9805,SRHIF,USD,SPROTT RESOURCE HOLDINGS INC,329449112,CA85209D4084,-14.0963,16.1963,30000
9806,SRI,USD,STONERIDGE INC,6608556,XXXXXXXP1021,0.907,1.193,2400000
9807,SRL,USD,SCULLY ROYALTY LTD,367504850,KYG7T96K1077,0.1449,1.9551,150000
9808,SRLN,USD,SPDR BLACKSTONE-GSO SEN LOAN,125373044,XXXXXXXV6083,1.6453,0.4547,1500000
9809,SRLP,USD,SPRAGUE RESOURCES LP,137132128,XXXXXXX31089,-1.2786,3.3786,100000
9810,SRMX,USD,SADDLE RANCH MEDIA INC,209011462,XXXXXXX91031,1.1296,0.9704,6000
9811,SRNA,USD,SURNA INC,146294301,XXXXXXXP1012,1.8,0.3,100000
9812,SRNE,USD,SORRENTO THERAPEUTICS INC,132304979,XXXXXXXF2020,-14.6237,16.7237,850000
9813,SRNG,USD,SHELRON GROUP INC,55001078,XXXXXXX52040,1.85,0.25,10000
9814,SRNN,USD,SOUTHERN BANC COMPANY INC,2016738,XXXXXXX31087,1.85,0.25,600
9815,SRPT,USD,SAREPTA THERAPEUTICS INC,110434131,XXXXXXX71004,1.8402,0.2598,700000
9816,SRRA,USD,SIERRA ONCOLOGY INC,261911360,XXXXXXXU1079,1.235,0.865,1200000
9817,SRRK,USD,SCHOLAR ROCK HOLDING CORP,319099332,XXXXXXXP1030,0.2283,1.8717,8000
9818,SRRL,USD,STELLAR RESOURCES LTD -,41275252,XXXXXXXS2032,1.85,0.25,95000
9819,SRS,USD,PROSHARES ULTRASHORT RE,193461273,XXXXXXXA2446,-5.6801,7.7801,1000
9820,SRSCQ,USD,SEARS CANADA INC,47511435,CA81234D1096,-57.8216,59.9216,100000
9821,SRT,USD,STARTEK INC.,6608553,XXXXXXXC1071,1.2779,0.8221,900000
9822,SRTS,USD,SENSUS HEALTHCARE INC,241896754,XXXXXXXJ1097,-0.8661,2.9661,200000
9823,SRTY,USD,PROSHARES ULTRAPRO SHRT R2K,260598146,XXXXXXXA1521,-5.8437,7.9437,150000
9824,SRUTF,USD,SPROUTLY CANADA INC,352441009,CA85209J1084,-52.7294,54.8294,1500000
9825,SRV,USD,CUSHING MLP &amp; INFRASTRUCTURE,205820921,XXXXXXX12014,-10.8687,12.9687,4000
9826,SRVR,USD,PACER BENCHMARK DATA INFRA,317730372,XXXXXXXH7411,-5.442,7.542,8000
9827,SRYB,USD,SURREY BANCORP,30216800,XXXXXXXW1053,1.85,0.25,1000
9828,SSB,USD,SOUTH STATE CORP,158907653,XXXXXXX11097,1.85,0.25,1200000
9829,SSBI,USD,SUMMIT STATE BANK,40003932,XXXXXXX42037,1.85,0.25,100000
9830,SSCFF,USD,SMARTCOOL SYSTEMS INC,75220178,CA83171N1087,1.8,0.3,5000
9831,SSD,USD,SIMPSON MANUFACTURING CO INC,6608528,XXXXXXX31053,1.4396,0.6604,2100000
9832,SSDOY,USD,SHISEIDO LTD-SPONSORED ADR,47649519,XXXXXXX14075,-8.8465,10.9465,100
9833,SSEY,USD,SOUTHERN STAR ENERGY INC,43614733,XXXXXXX32038,1.85,0.25,2200000
9834,SSEZY,USD,SSE PLC-SPN ADR,95795639,XXXXXXXK1079,-0.8109,2.9109,150000
9835,SSFN,USD,STEWARDSHIP FINANCIAL CORP,30216820,XXXXXXX61079,1.85,0.25,30000
9836,SSFT,USD,SONASOFT CORP,56331099,XXXXXXX31059,1.8,0.3,25000
9837,SSG,USD,PROSHARES ULTSHRT SEMICONDUC,365931830,XXXXXXXG2003,-16.5043,18.6043,2000
9838,SSHSQ,USD,SAFEGUARD SECURITY HOLDINGS,60826964,XXXXXXX82043,1.85,0.25,>10000000
9839,SSI,USD,STAGE STORES INC,14316960,XXXXXXXC3051,-12.4448,14.5448,450000
9840,SSKN,USD,STRATA SKIN SCIENCES INC,272335473,XXXXXXXA2069,-0.5814,2.6814,60000
9841,SSL,USD,SASOL LTD-SPONSORED ADR,274058,XXXXXXX63006,1.3747,0.7253,100000
9842,SSLR,USD,SUNRISE SOLAR CORP,52926477,XXXXXXXC1099,1.85,0.25,10000
9843,SSMXY,USD,SYSMEX CORP-UNSPON ADR,86751705,XXXXXXXP1093,-11.136,13.236,60000
9844,SSNC,USD,SS&amp;C TECHNOLOGIES HOLDINGS,73911494,XXXXXXXJ1007,1.7709,0.3291,9100000
9845,SSNT,USD,SILVERSUN TECHNOLOGIES INC,182878344,XXXXXXXH2076,-2.118,4.218,200
9846,SSNYY,USD,SAMSON OIL &amp; GAS LTD-SP ADR,188521358,XXXXXXX32067,1.85,0.25,65000
9847,SSO,USD,PROSHARES ULTRA S&amp;P500,39622943,XXXXXXXR1077,0.6444,1.4556,250000
9848,SSP,USD,EW SCRIPPS CO-THE-A,52581781,XXXXXXX44025,1.85,0.25,5300000
9849,SSPXF,USD,SANDSPRING RESOURCES LTD,209684709,CA8001105045,-11.5359,13.6359,55000
9850,SSPY,USD,SYNTAX STRATIFIED LARGE CAP,348555474,XXXXXXXN1063,-1.5048,3.6048,300
9851,SSREY,USD,SWISS RE LTD-SPN ADR,88845915,XXXXXXX61088,-1.6044,3.7044,90000
9852,SSRM,USD,SSR MINING INC,284632520,CA7847301032,1.4914,0.6086,550000
9853,SSSS,USD,SUTTER ROCK CAPITAL CORP,376497339,XXXXXXXQ1004,,,150000
9854,SSTI,USD,SHOTSPOTTER INC,278468188,XXXXXXXT1079,0.9003,1.1997,3000
9855,SSTK,USD,SHUTTERSTOCK INC,115181214,XXXXXXX01005,1.8413,0.2587,1600000
9856,SSTP,USD,SUSTAINABLE POWER CORP,43149707,XXXXXXX71061,1.85,0.25,650000
9857,SSTT,USD,SSTARTRADE TECH INC,297782885,XXXXXXXN1072,1.85,0.25,15000
9858,SSUMY,USD,SUMITOMO CORP-SPON ADR,75015665,XXXXXXX31039,-0.4883,2.5883,900
9859,SSVFF,USD,SOUTHERN SILVER EXPLORATION,166955877,CA8438142033,-11.5359,13.6359,15000
9860,SSVG,USD,STRATUS SERVICES GROUP INC,29858138,XXXXXXX03043,1.85,0.25,10000
9861,SSW,USD,SEASPAN CORP,35449501,MHY756381098,0.0777,2.0223,650000
9862,SSW PRD,USD,SEASPAN CORPORATION,119089637,MHY756382088,-22.6379,24.7379,40000
9863,SSW PRE,USD,SEASPAN CORP,144213909,MHY756381338,-21.945,24.045,150000
9864,SSW PRG,USD,SEASPAN CORP,236788022,MHY756383078,-4.3757,6.4757,100000
9865,SSW PRH,USD,SEASPAN CORP,243293456,XXXXXXXU3041,-31.9917,34.0917,150000
9866,SSW PRI,USD,SEASPAN CORP,335034106,MHY756381411,-49.8283,51.9283,70000
9867,SSWA,USD,SEASPAN CORP,293686433,XXXXXXXU4031,-18.5139,20.6139,100000
9868,SSY,USD,SUNLINK HEALTH SYSTEMS INC,2586528,XXXXXXXU1025,-1.1227,3.2227,400000
9869,SSYS,USD,STRATASYS LTD,118074725,IL0011267213,1.8488,0.2512,1100000
9870,ST,USD,SENSATA TECHNOLOGIES HOLDING,311458442,GB00BFMBMT84,1.85,0.25,6600000
9871,STAA,USD,STAAR SURGICAL CO,274668,XXXXXXX23052,1.8326,0.2674,250000
9872,STAF,USD,STAFFING 360 SOLUTIONS INC,301536309,XXXXXXX73078,-96.1142,98.2142,30000
9873,STAG,USD,STAG INDUSTRIAL INC,86792819,XXXXXXXJ1025,1.85,0.25,5600000
9874,STAG PRC,USD,STAG INDUSTRIAL INC,225440639,XXXXXXXJ4094,-7.2119,9.3119,55000
9875,STAR,USD,ISTAR INC,12034,XXXXXXXU1016,-0.5063,2.6063,400000
9876,STAR PRD,USD,ISTAR FINANCIAL INC -PFD 8.0%,13910144,XXXXXXXU4085,-1.8209,3.9209,40000
9877,STAR PRG,USD,"ISTAR FINANCIAL INC., 7.65% SERIES G CUM PFD",27236125,XXXXXXXU7054,-0.5178,2.6178,15000
9878,STAR PRI,USD,ISTAR FINANCIAL INC PFD I,29854633,XXXXXXXU8045,-13.823,15.923,95000
9879,STAY,USD,EXTENDED STAY AMERICA INC,138197383,XXXXXXXP2002,1.85,0.25,6900000
9880,STBA,USD,S &amp; T BANCORP INC,3655905,XXXXXXX91011,1.8445,0.2555,1700000
9881,STBFY,USD,SUNTORY BEVERAGE &amp; FOOD-UADR,135931761,XXXXXXXT1043,-8.7004,10.8004,10000
9882,STBI,USD,STURGIS BANCORP INC,33416122,XXXXXXX71013,1.85,0.25,4000
9883,STC,USD,STEWART INFORMATION SERVICES,12437,XXXXXXX21015,1.7189,0.3811,2300000
9884,STCA,USD,STATMON TECHNOLOGIES CORP,32813967,XXXXXXXQ1004,1.85,0.25,40000
9885,STCN,USD,STEEL CONNECT INC,308728709,XXXXXXX81061,0.9747,1.1253,2600000
9886,STE,USD,STERIS PLC,358060563,IE00BFY8C754,1.85,0.25,2700000
9887,STFC,USD,STATE AUTO FINANCIAL CORP,274706,XXXXXXX71052,1.85,0.25,2300000
9888,STG,USD,SUNLANDS TECHNOLOGY GROUP,311445687,XXXXXXXP1084,-12.1589,14.2589,200000
9889,STHI,USD,SPROUT TINY HOMES INC,191456852,XXXXXXXW1009,-1.2736,3.3736,600
9890,STI,USD,SUNTRUST BANKS INC,12451,XXXXXXX41031,1.8486,0.2514,>10000000
9891,STI PRA,USD,SUNTRUST BANKS INC VAR RATE DEP SHRS -PFD,40828650,XXXXXXX45099,-44.4913,46.5913,4000
9892,STIM,USD,NEURONETICS INC,324062325,XXXXXXXA1051,1.8239,0.2761,70000
9893,STIP,USD,ISHARES 0-5 YEAR TIPS BOND E,81580986,XXXXXXXB7477,-5.5881,7.6881,450000
9894,STIV,USD,STARINVEST GROUP INC,32920965,XXXXXXXX1019,1.85,0.25,2100000
9895,STJC,USD,SAINT JAMES CO. +,132489819,XXXXXXX21095,1.85,0.25,15000
9896,STK,USD,COLUMBIA SELIG PREM TECH GW,79431735,XXXXXXXX1090,-15.0571,17.1571,20000
9897,STKL,USD,SUNOPTA INC,4725186,CA8676EP1086,1.2645,0.8355,450000
9898,STKR,USD,PROPHOTONIX LTD,77512731,XXXXXXX51060,-0.1694,2.2694,20000
9899,STKS,USD,ONE GROUP HOSPITALITY INC-TH,158060562,XXXXXXXK1034,-4.0109,6.1109,100000
9900,STL,USD,STERLING BANCORP-DE,137132307,XXXXXXXA1007,1.85,0.25,>10000000
9901,STL PRA,USD,STERLING BANCORP-DE,291086754,XXXXXXXA2096,-14.1205,16.2205,4000
9902,STLD,USD,STEEL DYNAMICS INC,6478095,XXXXXXX91009,1.5962,0.5038,>10000000
9903,STLHF,USD,STANDARD LITHIUM LTD,275483215,CA8536061010,-11.0553,13.1553,60000
9904,STLY,USD,HG HOLDINGS INC,311567776,XXXXXXXP1084,-2.2183,4.3183,8000
9905,STM,USD,STMICROELECTRONICS NV-NY SHS,12460,XXXXXXX21027,0.8204,1.2796,40000
9906,STMC,USD,SMART SMS CORP,75215989,XXXXXXXW2070,1.85,0.25,1000000
9907,STMH,USD,STEM HOLDINGS INC,319590370,XXXXXXXU1079,-1.5945,3.6945,300
9908,STML,USD,STEMLINE THERAPEUTICS INC,121560182,XXXXXXXC1071,1.8478,0.2522,250000
9909,STMP,USD,STAMPS.COM INC,28861260,XXXXXXX72006,1.85,0.25,300000
9910,STN,USD,STANTEC INC,35442355,CA85472N1096,1.6356,0.4644,4000
9911,STND,USD,STANDARD AVB FINANCIAL CORP,272432341,XXXXXXXB1008,-4.6117,6.7117,35000
9912,STNE,USD,STONECO LTD-A,339001919,KYG851581069,1.7179,0.3821,900000
9913,STNG,USD,SCORPIO TANKERS INC,349869083,MHY7542C1306,1.85,0.25,3600000
9914,STNL,USD,SENTINEL ENERGY SERVICE-CL A,348122141,XXXXXXXP1057,-0.5446,2.6446,100000
9915,STOK,USD,STOKE THERAPEUTICS INC,371470388,XXXXXXXR1077,-18.6702,20.7702,85000
9916,STON,USD,STONEMOR PARTNERS LP,30350965,XXXXXXXQ1004,-4.3368,6.4368,550000
9917,STOR,USD,STORE CAPITAL CORP,173710147,XXXXXXX11007,1.812,0.288,7900000
9918,STOT,USD,SPDR DL SHRT DURATION TR ETF,229207138,XXXXXXXP2002,-5.7234,7.8234,1000
9919,STPZ,USD,PIMCO 1-5 YEAR U.S. TIPS INDEX,67544922,XXXXXXXR2058,-0.7709,2.8709,15000
9920,STRA,USD,STRATEGIC EDUCATION INC,328064788,XXXXXXXC1036,1.85,0.25,1200000
9921,STRI,USD,STR HOLDINGS INC,181156031,XXXXXXXV2097,-1.9257,4.0257,25000
9922,STRL,USD,STERLING CONSTRUCTION CO,27778176,XXXXXXX11016,1.8304,0.2696,2200000
9923,STRM,USD,STREAMLINE HEALTH SOLUTIONS,39932201,XXXXXXXX1063,-0.3151,2.4151,150000
9924,STRO,USD,SUTRO BIOPHARMA INC,335150869,XXXXXXX71021,1.6994,0.4006,65000
9925,STRS,USD,STRATUS PROPERTIES INC,6858068,XXXXXXX72016,1.812,0.288,500000
9926,STRT,USD,STRATTEC SECURITY CORP,7564604,XXXXXXX11007,1.8499,0.2501,250000
9927,STT,USD,STATE STREET CORP,2730980,XXXXXXX71031,1.7503,0.3497,>10000000
9928,STT PRC,USD,STATE STREET CORP,112953266,XXXXXXX75099,-21.7285,23.8285,35000
9929,STT PRD,USD,STATE STR CORP DEP SHS REPSTG 1-400,145951552,XXXXXXX76089,-32.8192,34.9192,35000
9930,STT PRE,USD,STATE STREET CORP,174968052,XXXXXXX78895,-2.0937,4.1937,25000
9931,STT PRG,USD,STATE STREET CORP,229198872,XXXXXXX78556,-13.5717,15.6717,100000
9932,STWD,USD,STARWOOD PROPERTY TRUST INC,67418868,XXXXXXXB1052,1.85,0.25,3100000
9933,STX,USD,SEAGATE TECHNOLOGY,76915240,IE00B58JVZ52,1.8204,0.2796,7000000
9934,STXB,USD,SPIRIT OF TEXAS BANCSHARES I,316802656,XXXXXXXD1037,0.7898,1.3102,200000
9935,STXS,USD,STEREOTAXIS INC,110408422,XXXXXXXJ4094,-1.245,3.345,200000
9936,STXXQ,USD,SOUTH TEXAS OIL CO,37195803,XXXXXXXV1098,1.85,0.25,300
9937,STZ,USD,CONSTELLATION BRANDS INC-A,276066,XXXXXXXP1084,1.8358,0.2642,2800000
9938,STZ B,USD,CONSTELLATION BRANDS INC-B,14487446,XXXXXXXP2074,1.6053,0.4947,20000
9939,SU,USD,SUNCOR ENERGY INC,64731225,CA8672241079,1.85,0.25,6300000
9940,SUB,USD,ISHARES SHORT-TERM NATIONAL,55734126,XXXXXXX81589,-7.205,9.305,65000
9941,SUBCY,USD,SUBSEA 7 SA-SPON ADR,82676349,XXXXXXX31009,-2.1132,4.2132,60000
9942,SUFH,USD,SURFECT HOLDINGS INC,41162366,XXXXXXXA1079,1.85,0.25,1200000
9943,SUHJY,USD,SUN HUNG KAI PROP LTD-SP ADR,43490672,XXXXXXXH3021,-7.2303,9.3303,9000
9944,SUI,USD,SUN COMMUNITIES INC,12485,XXXXXXX41041,1.8499,0.2501,3300000
9945,SUM,USD,SUMMIT MATERIALS INC -CL A,186465849,XXXXXXXU1007,1.85,0.25,1600000
9946,SUMR,USD,SUMMER INFANT INC,43240107,XXXXXXX61030,-2.2713,4.3713,100000
9947,SUN,USD,SUNOCO LP,171322358,XXXXXXXK1097,-0.2542,2.3542,800
9948,SUNEQ,USD,SUNEDISON INC,128560122,XXXXXXXY1091,0.0033,2.0967,>10000000
9949,SUNS,USD,SOLAR SENIOR CAPITAL LTD,84703089,XXXXXXXM1053,-0.0445,2.1445,50000
9950,SUNW,USD,SUNWORKS INC,224225734,XXXXXXXX1054,-13.802,15.902,45000
9951,SUP,USD,SUPERIOR INDUSTRIES INTL,12495,XXXXXXX81057,1.5881,0.5119,1900000
9952,SUPN,USD,SUPERNUS PHARMACEUTICALS INC,106853221,XXXXXXX91089,1.85,0.25,3200000
9953,SUPV,USD,GRUPO SUPERVIELLE SA-SP ADR,233587209,XXXXXXXA1088,1.3474,0.7526,1500000
9954,SURE,USD,SONORA RESOURCES CORP,84852215,XXXXXXX81053,1.85,0.25,8600000
9955,SURF,USD,SURFACE ONCOLOGY INC,314584708,XXXXXXXM2098,0.4156,1.6844,50000
9956,SURP,USD,SUREPURE INC,94323813,XXXXXXXA1088,1.8,0.3,90000
9957,SUSA,USD,ISHARES MSCI USA ESG SELECT,32821285,XXXXXXX88022,-0.4905,2.5905,350000
9958,SUSB,USD,ISHARES ESG 1-5 YEAR USD COR,282156640,XXXXXXXG2434,-5.8587,7.9587,6000
9959,SUSL,USD,ISHARES ESG MSCI USA LEADERS,365328982,XXXXXXXU2188,1.85,0.25,7000
9960,SUTI,USD,SUTIMCO INTERNATIONAL INC,169351222,XXXXXXXP3001,1.85,0.25,6000
9961,SUTNY,USD,SUMITOMO MITSUI TR-SPON ADR,86287065,XXXXXXXX1063,-1.1075,3.2075,1000
9962,SUTU,USD,SUTURA INC,30217575,XXXXXXX21003,1.85,0.25,350000
9963,SUWN,USD,SUNWIN STEVIA INTERNATIONAL,105996559,XXXXXXXD1090,1.8,0.3,5000
9964,SUZ,USD,SUZANO SA - SPON ADR,75219572,XXXXXXXK1051,-0.0889,2.1889,15000
9965,SVA,USD,SINOVAC BIOTECH LTD,30216635,AGP8696W1045,-0.9798,3.0798,6300000
9966,SVBI,USD,SEVERN BANCORP INC-MD,15270645,XXXXXXXM1009,1.85,0.25,200000
9967,SVBL,USD,SILVER BULL RESOURCES INC,87424780,XXXXXXX81003,-12.3218,14.4218,500000
9968,SVCBY,USD,SVENSKA CELLULOSA AB-SP ADR,75218711,XXXXXXX74029,-1.6856,3.7856,2000
9969,SVCX,USD,SVC FINANCIAL SERVICES INC,132800475,XXXXXXXP1030,1.85,0.25,90000
9970,SVFC,USD,INTELLICELL BIOSCIENCES INC,90635262,XXXXXXXA1051,1.8,0.3,>10000000
9971,SVIN,USD,SCHEID VINEYARDS INC-CLASS A,39151068,XXXXXXX32001,1.575,0.525,1000
9972,SVM,USD,SILVERCORP METALS INC,39924480,CA82835P1036,1.6635,0.4365,500000
9973,SVMI,USD,SAVI MEDIA GROUP INC,30215832,XXXXXXXR2076,1.85,0.25,5800000
9974,SVMK,USD,SVMK INC,335049609,XXXXXXXX1037,1.0229,1.0771,750000
9975,SVNDY,USD,SEVEN &amp; I HOLDINGS-UNSPN ADR,75216051,XXXXXXXH1059,-3.2466,5.3466,6000
9976,SVNLY,USD,SVENSKA HANDELSB-A-UNSP ADR,55304981,XXXXXXXC1036,-19.5829,21.6829,30000
9977,SVNTQ,USD,SAVIENT PHARMACEUTICALS INC,267119,XXXXXXXQ1004,-1.462,3.562,600000
9978,SVRA,USD,SAVARA INC,273068652,XXXXXXX11016,1.8304,0.2696,250000
9979,SVRTY,USD,SILVERLINE TECHNOLOGIES-ADR ,47932039,XXXXXXX86092,1.85,0.25,300
9980,SVSO,USD,SHEERVISION INC,39633488,XXXXXXXQ1058,1.85,0.25,15000
9981,SVT,USD,SERVOTRONICS INC,756790,XXXXXXX21002,1.7341,0.3659,55000
9982,SVTE,USD,SERVICE TEAM INC,115353012,XXXXXXXB1044,1.85,0.25,6000000
9983,SVVB,USD,SAVI FINANCIAL CORP,332776461,XXXXXXXH2094,,,1000
9984,SVVC,USD,FIRSTHAND TECHNOLOGY VALUE,86823361,XXXXXXXY1001,0.3495,1.7505,25000
9985,SVXY,USD,PROSHARES SHORT VIX ST FUTUR,331641614,XXXXXXXW1302,-2.4758,4.5758,150000
9986,SWAV,USD,SHOCKWAVE MEDICAL INC,356101465,XXXXXXXT1043,-5.6126,7.7126,15000
9987,SWCH,USD,SWITCH INC - A,291241967,XXXXXXXL1044,1.615,0.485,300000
9988,SWDBY,USD,SWEDBANK AB-ADR,75015668,XXXXXXX51043,-5.9941,8.0941,95000
9989,SWGAY,USD,SWATCH GROUP AG-THE-UNSP ADR,64865261,XXXXXXX31065,-16.8193,18.9193,55000
9990,SWHN,USD,SWISSINSO HOLDING INC,70333946,XXXXXXXR1059,1.85,0.25,800000
9991,SWI,USD,SOLARWINDS CORP,337739933,XXXXXXXQ1058,1.8239,0.2761,100000
9992,SWIR,USD,SIERRA WIRELESS INC,9653777,CA8265161064,0.2932,1.8068,300000
9993,SWJ,USD,STANLEY BLACK &amp; DECKER I,111335788,XXXXXXX27059,-8.3643,10.4643,45000
9994,SWK,USD,STANLEY BLACK &amp; DECKER INC,73354293,XXXXXXX21011,1.85,0.25,>10000000
9995,SWKH,USD,SWK HOLDINGS CORP,206661834,XXXXXXXP2039,1.4115,0.6885,550000
9996,SWKS,USD,SKYWORKS SOLUTIONS INC,4726021,XXXXXXXM1027,1.8244,0.2756,7200000
9997,SWM,USD,SCHWEITZER-MAUDUIT INTL INC,1321497,XXXXXXX11069,1.85,0.25,2700000
9998,SWME,USD,SWISS MEDICA INC,30216950,XXXXXXXC1045,1.85,0.25,1800000
9999,SWN,USD,SOUTHWESTERN ENERGY CO,12531,XXXXXXX71095,1.7644,0.3356,>10000000
10000,SWP,USD,SWK 5 3-8 05-15-20 PFD,276140803,XXXXXXX28875,0.05,2.05,500
10001,SWRAY,USD,SWIRE PACIFIC LTD-SP ADR A,47548688,XXXXXXX43028,-6.4639,8.5639,2000
10002,SWX,USD,SOUTHWEST GAS HOLDINGS INC,12540,XXXXXXX51025,1.339,0.761,1600000
10003,SWYDF,USD,STORNOWAY DIAMOND CORP.,84164824,CA86222Q8065,-22.8544,24.9544,100
10004,SWZ,USD,SWISS HELVETIA FUND,12551,XXXXXXX51016,-2.9495,5.0495,200000
10005,SXC,USD,SUNCOKE ENERGY INC,91487789,XXXXXXXA1034,1.4975,0.6025,>10000000
10006,SXEEQ,USD,SOUTHCROSS ENERGY PARTNERS L,116599724,XXXXXXXC1009,-2.7675,4.8675,250000
10007,SXI,USD,STANDEX INTL CORP,12552,XXXXXXX11076,1.8423,0.2577,850000
10008,SXT,USD,SENSIENT TECHNOLOGIES CORP,13186,XXXXXXXT1007,1.8402,0.2598,1200000
10009,SXTC,USD,CHINA SXT PHARMACEUTICALS IN,348577069,VGG2161P1080,-62.6587,64.7587,65000
10010,SY,USD,SO-YOUNG INTERNATIONAL-ADR,362283658,XXXXXXXQ1085,-5.4309,7.5309,500000
10011,SYBT,USD,STOCK YARDS BANCORP INC,149886658,XXXXXXX51048,1.5836,0.5164,1100000
10012,SYBX,USD,SYNLOGIC INC,287348321,XXXXXXXL1008,1.85,0.25,850000
10013,SYCRF,USD,SYNCORA HOLDINGS LTD,53035432,BMG8649T1099,0.1813,1.9187,1000000
10014,SYE,USD,SPDR MFS SYSTEMATIC EQUITY,141662468,XXXXXXXV8063,-0.3021,2.4021,1000
10015,SYEV,USD,SEYCHELLE ENVIRO TECH INC,49477020,XXXXXXX21026,1.8,0.3,1000
10016,SYF,USD,SYNCHRONY FINANCIAL,162231797,XXXXXXXB1035,1.85,0.25,>10000000
10017,SYG,USD,SPDR MFS SYSTEMATIC GR EQUIT,141662475,XXXXXXXV8899,-0.1636,2.2636,4000
10018,SYHBF,USD,SKYHARBOUR RESOURCES LTD,261508080,CA8308166096,1.1296,0.9704,40000
10019,SYIEY,USD,SYMRISE AG-UNSPON ADR,54740795,XXXXXXXN1090,-19.6555,21.7555,7000
10020,SYK,USD,STRYKER CORP,4430948,XXXXXXX71013,1.85,0.25,>10000000
10021,SYKE,USD,SYKES ENTERPRISES INC,6478110,XXXXXXX71033,1.7482,0.3518,4000000
10022,SYLD,USD,CAMBRIA SHAREHOLDER YIELD ET,127639440,XXXXXXX12013,-1.5124,3.6124,80000
10023,SYMBA,USD,SYMBOLLON PHARMACEUTICALS-A,7557214,XXXXXXXH1068,1.85,0.25,100000
10024,SYMC,USD,SYMANTEC CORP,274925,XXXXXXX31089,1.7839,0.3161,>10000000
10025,SYN,USD,SYNTHETIC BIOLOGICS INC,328478904,XXXXXXXU2015,-21.4871,23.5871,100000
10026,SYNA,USD,SYNAPTICS INC,14241431,XXXXXXXD1090,1.85,0.25,850000
10027,SYNC,USD,SYNACOR INC,102153400,XXXXXXX11062,1.1583,0.9417,90000
10028,SYNH,USD,SYNEOS HEALTH INC,301930111,XXXXXXXB1026,1.85,0.25,2000000
10029,SYNL,USD,SYNALLOY CORP.,274940,XXXXXXX51076,1.759,0.341,400000
10030,SYPR,USD,SYPRIS SOLUTIONS INC,6858136,XXXXXXX51069,-0.6854,2.7854,700000
10031,SYRS,USD,SYROS PHARMACEUTICALS INC,238753587,XXXXXXXQ1076,1.8304,0.2696,200000
10032,SYSXD,USD,SYSOREX INC,376337797,XXXXXXXL2060,,,1000
10033,SYTE,USD,ENTERPRISE DIVERSIFIED INC,326386276,XXXXXXX61073,-5.3,7.4,8000
10034,SYV,USD,SPDR MFS SYSTEMATIC VALUE EQ,141662478,XXXXXXXV8717,-0.4461,2.5461,5000
10035,SYX,USD,SYSTEMAX INC,6227542,XXXXXXX11012,0.421,1.679,1200000
10036,SYY,USD,SYSCO CORP,12581,XXXXXXX91078,1.85,0.25,>10000000
10037,SZC,USD,CUSHING RENAISSANCE FUND-THE,114670380,XXXXXXX71083,-8.6906,10.7906,100000
10038,SZEVY,USD,SUEZ -UNSPONORED ADR,53943816,XXXXXXX11003,-57.6789,59.7789,25000
10039,SZK,USD,PROSHARES ULTSHRT CONS GOODS,114091277,XXXXXXXR1150,-1.9346,4.0346,25000
10040,SZSMF,USD,SANTACRUZ SILVER MINING LTD,113916307,CA80280U1066,-2.7987,4.8987,65000
10041,SZSN,USD,SHANDONG ZHOUYUAN SEED AND N,43626322,XXXXXXXR1023,1.85,0.25,25000
10042,T,USD,AT&amp;T INC,37018770,XXXXXXXR1023,1.85,0.25,>10000000
10043,TA,USD,TRAVELCENTERS OF AMERICA INC,376497751,XXXXXXXB1098,,,450000
10044,TAC,USD,TRANSALTA CORP,14487456,CA89346D1078,1.7063,0.3937,3600000
10045,TACO,USD,DEL TACO RESTAURANTS INC,198740105,XXXXXXX61044,1.8239,0.2761,3400000
10046,TACT,USD,TRANSACT TECHNOLOGIES INC,6858145,XXXXXXX81035,1.5923,0.5077,450000
10047,TADF,USD,TACTICAL AIR DEFENSE SERVICE,30214609,XXXXXXXM1080,-0.8683,2.9683,>10000000
10048,TAEC,USD,TODAYS ALTERNATIVE ENERGY CO,89098891,XXXXXXXU2033,1.8,0.3,2600000
10049,TAGG,USD,TAGLIKEME CORP,108773595,XXXXXXXP1057,1.8,0.3,>10000000
10050,TAGS,USD,TEUCRIUM AGRICULTURAL FUND,105223118,XXXXXXXA7063,0.5011,1.5989,1000
10051,TAIL,USD,CAMBRIA TAIL RISK ETF,272108657,XXXXXXX18622,-0.3108,2.4108,10000
10052,TAIPY,USD,TAISHO PHARMA HOLD UNSP- ADR,289877572,XXXXXXXP1057,-14.3836,16.4836,10000
10053,TAK,USD,TAKEDA PHARMACEUTIC-SP ADR,75124183,XXXXXXX02052,1.85,0.25,1000000
10054,TAKOF,USD,DRONE DELIVERY CANADA CORP,320589527,CA26210W1005,-20.6486,22.7486,5000
10055,TAL,USD,TAL EDUCATION GROUP- ADR,80269548,XXXXXXX01043,1.7731,0.3269,>10000000
