,#SYM,CUR,NAME,CON,ISIN,REBATERATE,FEERATE,AVAILABLE
1360,7965,JPY,ZOJIRUSHI CORP,131085535,JP3437400009,-4.054,3.964,100000
1361,7966,JPY,LINTEC CORP,14017698,JP3977200009,-0.995,0.905,2100000
1362,7970,JPY,SHIN-ETSU POLYMER CO LTD,14017715,JP3371600002,-1.1025,1.0125,1300000
1363,7971,JPY,TOLI CORPORATION,14017718,JP3620600001,-0.983,0.893,650000
1364,7972,JPY,ITOKI CORP,14017721,JP3142700008,-1.058,0.968,500000
1365,7974,JPY,NINTENDO CO LTD,14017724,JP3756600007,-1.088,0.998,1500000
1366,7976,JPY,MITSUBISHI PENCIL CO LTD,14017729,JP3895600009,-1.079,0.989,200000
1367,7979,JPY,SHOFU INC,61173774,JP3363600002,-1.005,0.915,60000
1368,7981,JPY,TAKARA STANDARD CO LTD,14017739,JP3460000007,-1.012,0.922,650000
1369,7984,JPY,KOKUYO CO LTD,14017742,JP3297000006,-1.057,0.967,1800000
1370,7987,JPY,NAKABAYASHI CO LTD,14017744,JP3644400008,-1.34,1.25,150000
1371,7988,JPY,NIFCO INC,14017749,JP3756200006,-1.072,0.982,2200000
1372,7989,JPY,TACHIKAWA CORP,14032261,JP3466200007,-1.853,1.763,100000
1373,7990,JPY,GLOBERIDE INC,14017754,JP3503800009,-1.623,1.533,55000
1374,7994,JPY,OKAMURA CORP,14017763,JP3192400004,-1.069,0.979,1500000
1375,7995,JPY,VALQUA LTD,14017766,JP3744200001,-1.052,0.962,300000
1376,7999,JPY,MUTOH HOLDINGS CO LTD,14017769,JP3914000009,-3.291,3.201,10000
1377,8001,JPY,ITOCHU CORP,13905864,JP3143600009,-1.5112,1.4212,>10000000
1378,8002,JPY,MARUBENI CORP,13905869,JP3877600001,-0.984,0.894,>10000000
1379,8005,JPY,SCROLL CORP,14017778,JP3913600007,-0.996,0.906,400000
1380,8006,JPY,YUASA FUNASHOKU CO LTD,14032273,JP3946000001,-3.555,3.465,15000
1381,8007,JPY,TAKASHIMA &amp; CO LTD,14017783,JP3455600001,-1.04,0.95,20000
1382,8008,JPY,YONDOSHI HOLDINGS INC,14032276,JP3119950008,-1.069,0.979,90000
1383,8011,JPY,SANYO SHOKAI LTD,14017784,JP3339400008,-1.629,1.539,50000
1384,8012,JPY,NAGASE &amp; CO LTD,14017789,JP3647800006,-0.986,0.896,3000000
1385,8014,JPY,CHORI CO LTD,14017798,JP3528200003,-0.996,0.906,200000
1386,8015,JPY,TOYOTA TSUSHO CORP,14017801,JP3635000007,-1.03,0.94,3700000
1387,8016,JPY,ONWARD HOLDINGS CO LTD,14017804,JP3203500008,-1.365,1.275,2800000
1388,8018,JPY,SANKYO SEIKO CO LTD,14017810,JP3328000009,-1.024,0.934,350000
1389,8020,JPY,KANEMATSU CORP,14017816,JP3217100001,-1.097,1.007,3600000
1390,8022,JPY,MIZUNO CORP,14017825,JP3905200006,-0.99,0.9,600000
1391,8028,JPY,FAMILYMART UNY HOLDINGS CO L,14017838,JP3802600001,-1.365,1.275,3300000
1392,8029,JPY,LOOK HOLDINGS INC,14017840,JP3981000007,-1.596,1.506,95000
1393,8030,JPY,CHUO GYORUI CO LTD,14032290,JP3514600000,-6.3308,6.247,10000
1394,8031,JPY,MITSUI &amp; CO LTD,13905878,JP3893600001,-0.993,0.903,>10000000
1395,8032,JPY,JAPAN PULP &amp; PAPER CO LTD,14017845,JP3694000005,-0.996,0.906,200000
1396,8035,JPY,TOKYO ELECTRON LTD,13905881,JP3571400005,-1.046,0.956,1700000
1397,8036,JPY,HITACHI HIGH-TECHNOLOGIES CO,14017850,JP3678800008,-0.992,0.902,1700000
1398,8037,JPY,KAMEI CORP,14017855,JP3219400003,-1.006,0.916,650000
1399,8038,JPY,TOHTO SUISAN CO LTD,14017858,JP3596600001,-1.12,1.03,20000
1400,8041,JPY,OUG HOLDINGS INC,131087126,JP3180000006,-1.08,0.99,10000
1401,8043,JPY,STARZEN CO LTD,14017864,JP3399100001,-0.986,0.896,70000
1402,8050,JPY,SEIKO HOLDINGS CORP,14017875,JP3414700009,-1.1979,1.1079,800000
1403,8051,JPY,YAMAZEN CORP,14017878,JP3936800006,-1.058,0.968,1200000
1404,8052,JPY,TSUBAKIMOTO KOGYO CO LTD,14017881,JP3534600006,-1.02,0.93,25000
1405,8053,JPY,SUMITOMO CORP,13905884,JP3404600003,-1.032,0.942,>10000000
1406,8056,JPY,NIHON UNISYS LTD,14017884,JP3754200008,-0.99,0.9,1400000
1407,8057,JPY,UCHIDA YOKO CO LTD,14017888,JP3157200001,-1.03,0.94,150000
1408,8058,JPY,MITSUBISHI CORP,13905888,JP3898400001,-0.993,0.903,>10000000
1409,8059,JPY,DAIICHI JITSUGYO CO LTD,14017893,JP3475800003,-0.972,0.882,200000
1410,8060,JPY,CANON MARKETING JAPAN INC,14017898,JP3243600008,-0.994,0.904,1400000
1411,8061,JPY,SEIKA CORP,14017903,JP3414200000,-1.42,1.33,100000
1412,8065,JPY,SATO SHOJI CORP,14017908,JP3322000005,-1.195,1.105,100000
1413,8066,JPY,MITANI CORP,14032310,JP3886800006,-2.903,2.813,25000
1414,8068,JPY,RYOYO ELECTRO CORP,14017915,JP3976600001,-1.249,1.159,100000
1415,8070,JPY,TOKYO SANGYO CO LTD,14017918,JP3576600005,-0.988,0.898,250000
1416,8074,JPY,YUASA TRADING CO LTD,14017921,JP3945200008,-0.84,0.75,400000
1417,8075,JPY,SHINSHO CORP,14017924,JP3374000002,-0.996,0.906,100000
1418,8078,JPY,HANWA CO LTD,14017931,JP3777800008,-1.084,0.994,1100000
1419,8079,JPY,SHOEI FOODS CORP,14032313,JP3361200003,-5.085,4.995,30000
1420,8081,JPY,KANADEN CORP,14017934,JP3215000005,-1.025,0.935,150000
1421,8084,JPY,RYODEN CORP,14017941,JP3976200000,-1.009,0.919,250000
1422,8085,JPY,NARASAKI SANGYO CO LTD,14032316,JP3651800009,-2.34,2.25,25000
1423,8086,JPY,NIPRO CORP,14017946,JP3673600007,-1.085,0.995,1900000
1424,8087,JPY,FURUSATO INDUSTRIES LTD,131083044,JP3828000004,-1.041,0.951,80000
1425,8088,JPY,IWATANI CORP,14017951,JP3151600008,-1.3431,1.2531,450000
1426,8091,JPY,NICHIMO CO LTD (FISHING),14017961,JP3664400003,-1.251,1.161,10000
1427,8093,JPY,KYOKUTO BOEKI KAISHA LTD,14017970,JP3257000004,-1.477,1.387,45000
1428,8095,JPY,IWAKI &amp; CO LTD,14032321,JP3150000002,-1.006,0.916,450000
1429,8096,JPY,KANEMATSU ELECTRONICS LTD,14017975,JP3217200009,-1.035,0.945,200000
1430,8097,JPY,SAN-AI OIL CO LTD,14017976,JP3323600001,-1.006,0.916,1200000
1431,8098,JPY,INABATA &amp; CO LTD,14017981,JP3146000009,-1.6275,1.5375,1200000
1432,8101,JPY,GSI CREOS CORP,14017984,JP3276000001,-2.613,2.523,45000
1433,8103,JPY,MEIWA CORP,14017989,JP3920600008,-1.705,1.615,600000
1434,8111,JPY,GOLDWIN INC,14017999,JP3306600002,-1.732,1.642,35000
1435,8113,JPY,UNI-CHARM CORP,14018004,JP3951600000,-1.036,0.946,4400000
1436,8117,JPY,CENTRAL AUTOMOTIVE PRODUCTS,131082789,JP3515400004,-2.398,2.308,20000
1437,8118,JPY,KING CO LTD,131082897,JP3261200004,-1.776,1.686,45000
1438,8125,JPY,WAKITA &amp; CO LTD,117151981,JP3992000004,-1.02,0.93,850000
1439,8127,JPY,YAMATO INTERNATIONAL INC,41665219,JP3939600007,-1.498,1.408,100000
1440,8129,JPY,TOHO HOLDINGS CO LTD,43645178,JP3602600003,-1.054,0.964,1100000
1441,8130,JPY,SANGETSU CORP,14018018,JP3330000005,-0.999,0.909,400000
1442,8131,JPY,MITSUUROKO HOLDINGS CO LTD,14018023,JP3894400005,-1.1025,1.0125,200000
1443,8132,JPY,SINANEN HOLDINGS CO LTD,14018024,JP3354000006,-1.007,0.917,150000
1444,8133,JPY,ITOCHU ENEX CO LTD,14018029,JP3144000001,-1.003,0.913,1600000
1445,8136,JPY,SANRIO CO LTD,14018038,JP3343200006,-2.544,2.454,300000
1446,8137,JPY,SUN-WA TECHNOS CORP,47419234,JP3345400000,-1.055,0.965,150000
1447,8140,JPY,RYOSAN CO LTD,14018041,JP3975400007,-0.993,0.903,200000
1448,8141,JPY,SHINKO SHOJI CO LTD,14018044,JP3374200008,-1.035,0.945,80000
1449,8142,JPY,TOHO CO LTD,14018048,JP3553200001,-1.569,1.479,20000
1450,8150,JPY,SANSHIN ELECTRONICS CO LTD,14018053,JP3333200008,-1.024,0.934,150000
1451,8151,JPY,TOYO CORPORATION,14018058,JP3616600007,-1.037,0.947,150000
1452,8153,JPY,MOS FOOD SERVICES INC,14018063,JP3922400001,-1.283,1.193,60000
1453,8154,JPY,KAGA ELECTRONICS CO LTD,14018065,JP3206200002,-0.997,0.907,550000
1454,8155,JPY,MIMASU SEMICONDUCTOR INDUST,14018068,JP3907200004,-1.316,1.226,300000
1455,8158,JPY,SODA NIKKA CO LTD,14018078,JP3431400005,-1.07,0.98,100000
1456,8159,JPY,TACHIBANA ELETECH CO LTD,47419180,JP3466600008,-0.993,0.903,200000
1457,8160,JPY,KISOJI CO LTD,14018082,JP3237000009,-1.6275,1.5375,90000
1458,8163,JPY,SRS HOLDINGS CO LTD,131084792,JP3322350004,-7.1399,7.0499,30000
1459,8165,JPY,SENSHUKAI CO LTD,14018093,JP3424600009,-2.103,2.013,95000
1460,8167,JPY,RETAIL PARTNERS CO LTD,14032351,JP3873200004,-5.624,5.534,65000
1461,8168,JPY,KEIYO CO LTD,14018102,JP3277400002,-2.206,2.116,300000
1462,8173,JPY,JOSHIN DENKI CO LTD,14018113,JP3393000009,-1.073,0.983,200000
1463,8174,JPY,NIPPON GAS CO LTD,14018116,JP3695600001,-1.007,0.917,700000
1464,8179,JPY,ROYAL HOLDINGS CO LTD,14018133,JP3983600002,-1.107,1.017,200000
1465,8182,JPY,INAGEYA CO LTD,14018147,JP3145200006,-1.199,1.109,70000
1466,8184,JPY,SHIMACHU CO LTD,14018150,JP3356800007,-1.155,1.065,700000
1467,8185,JPY,CHIYODA CO LTD,14032355,JP3528400009,-1.028,0.938,450000
1468,8194,JPY,LIFE CORP.,14018162,JP3966600003,-1.021,0.931,150000
1469,8200,JPY,RINGER HUT CO LTD,14018183,JP3977000003,-1.984,1.894,150000
1470,8202,JPY,LAOX CO LTD,14032358,JP3967000005,-11.5572,11.4672,150000
1471,8203,JPY,MRMAX HOLDINGS LTD,14018189,JP3885200000,-3.2642,3.1742,150000
1472,8214,JPY,AOKI HOLDINGS INC,14018201,JP3105400000,-0.998,0.908,650000
1473,8217,JPY,OKUWA CO LTD,14018204,JP3172150009,-1.365,1.275,250000
1474,8218,JPY,KOMERI CO LTD,14018208,JP3305600003,-0.967,0.877,1200000
1475,8219,JPY,AOYAMA TRADING CO LTD,14018213,JP3106200003,-1.055,0.965,1100000
1476,8227,JPY,SHIMAMURA CO LTD,14018218,JP3358200008,-1.365,1.275,300000
1477,8233,JPY,TAKASHIMAYA CO LTD,13905908,JP3456000003,-1.365,1.275,1000000
1478,8237,JPY,MATSUYA CO LTD,14018238,JP3869200000,-1.119,1.029,450000
1479,8242,JPY,H2O RETAILING CORP,14018249,JP3774600005,-1.001,0.911,1100000
1480,8244,JPY,KINTETSU DEPT STORE CO LTD,131085124,JP3250800004,-1.029,0.939,25000
1481,8251,JPY,PARCO CO LTD,14018258,JP3781800002,-1.365,1.275,200000
1482,8252,JPY,MARUI GROUP CO LTD,13905915,JP3870400003,-1.045,0.955,3300000
1483,8253,JPY,CREDIT SAISON CO LTD,13905918,JP3271400008,-1.021,0.931,3800000
1484,8255,JPY,AXIAL RETAILING INC,14032385,JP3772400002,-1.011,0.921,150000
1485,8267,JPY,AEON CO LTD,13905925,JP3388200002,-1.1025,1.0125,4200000
1486,8273,JPY,IZUMI CO LTD,14018288,JP3138400001,-1.164,1.074,1100000
1487,8276,JPY,HEIWADO CO LTD,14018298,JP3834400008,-1.01,0.92,800000
1488,8278,JPY,FUJI CO LTD,14018303,JP3807400001,-0.992,0.902,150000
1489,8279,JPY,YAOKO CO LTD,14018305,JP3930200005,-1.115,1.025,100000
1490,8281,JPY,XEBIO HOLDINGS CO LTD,14018315,JP3428800001,-1.126,1.036,500000
1491,8282,JPY,K'S HOLDINGS CORP,14032388,JP3277150003,-1.6012,1.5112,3800000
1492,8283,JPY,PALTAC CORPORATION,129106810,JP3782200004,-1.016,0.926,700000
1493,8289,JPY,OLYMPIC GROUP CORP,14018318,JP3201400003,-7.737,7.647,50000
1494,8291,JPY,NISSAN TOKYO SALES HOLDINGS,14018320,JP3587800008,-1.176,1.086,450000
1495,8303,JPY,SHINSEI BANK LTD,31676940,JP3729000004,-1.055,0.965,4000000
1496,8304,JPY,AOZORA BANK LTD,41664897,JP3711200000,-1.012,0.922,2400000
1497,8306,JPY,MITSUBISHI UFJ FINANCIAL GRO,13905935,JP3902900004,-0.994,0.904,>10000000
1498,8308,JPY,RESONA HOLDINGS INC,13857206,JP3500610005,-1.018,0.928,>10000000
1499,8309,JPY,SUMITOMO MITSUI TRUST HOLDIN,15785250,JP3892100003,-1.2775,1.1875,5000000
1500,8316,JPY,SUMITOMO MITSUI FINANCIAL GR,16623030,JP3890350006,-1.3191,1.2291,>10000000
1501,8331,JPY,CHIBA BANK LTD-THE,14018354,JP3511800009,-1.365,1.275,>10000000
1502,8334,JPY,GUNMA BANK LTD-THE,14018360,JP3276400003,-0.984,0.894,7800000
1503,8336,JPY,MUSASHINO BANK LTD-THE,14018368,JP3912800004,-1.009,0.919,650000
1504,8337,JPY,CHIBA KOGYO BANK LTD-THE,14018373,JP3512200001,-1.002,0.912,500000
1505,8338,JPY,TSUKUBA BANK LTD,14018378,JP3231000005,-0.994,0.904,200000
1506,8341,JPY,77 BANK LTD-THE,14018385,JP3352000008,-0.998,0.908,2100000
1507,8342,JPY,AOMORI BANK LTD-THE,14018388,JP3106000007,-1.034,0.944,150000
1508,8343,JPY,AKITA BANK LTD-THE,14018395,JP3107600003,-1.004,0.914,200000
1509,8344,JPY,YAMAGATA BANK LTD-THE,14018398,JP3934800008,-1.056,0.966,550000
1510,8345,JPY,BANK OF IWATE LTD-THE,14018402,JP3152400002,-1.077,0.987,200000
1511,8346,JPY,TOHO BANK LTD-THE,14018407,JP3601000007,-1.02,0.93,3200000
1512,8349,JPY,TOHOKU BANK LTD-THE,14032395,JP3604200000,-0.976,0.886,70000
1513,8350,JPY,MICHINOKU BANK LTD-THE,14018408,JP3888000001,-1.701,1.611,150000
1514,8354,JPY,FUKUOKA FINANCIAL GROUP INC,43623853,JP3805010000,-1.1025,1.0125,3500000
1515,8355,JPY,SHIZUOKA BANK LTD-THE,13905959,JP3351200005,-1.365,1.275,8500000
1516,8356,JPY,JUROKU BANK LTD-THE,14018419,JP3392600007,-0.944,0.854,350000
1517,8358,JPY,SURUGA BANK LTD,14018425,JP3411000007,-3.673,3.583,350000
1518,8359,JPY,HACHIJUNI BANK LTD-THE,14018428,JP3769000005,-1.015,0.925,>10000000
1519,8360,JPY,YAMANASHI CHUO BANK LTD-THE,14018435,JP3942000005,-1.048,0.958,400000
1520,8361,JPY,OGAKI KYORITSU BANK LTD-THE,14018438,JP3176000002,-1.034,0.944,450000
1521,8362,JPY,FUKUI BANK LTD-THE,14018441,JP3803600000,-1.078,0.988,100000
1522,8363,JPY,HOKKOKU BANK LTD-THE,14018444,JP3851400006,-1.069,0.979,350000
1523,8364,JPY,SHIMIZU BANK LTD-THE,14018450,JP3358400004,-0.989,0.899,65000
1524,8366,JPY,SHIGA BANK LTD-THE,14018455,JP3347600003,-1.008,0.918,900000
1525,8367,JPY,NANTO BANK LTD-THE,14018456,JP3653400006,-0.977,0.887,400000
1526,8368,JPY,HYAKUGO BANK LTD-THE,14018461,JP3793800008,-0.995,0.905,5600000
1527,8369,JPY,BANK OF KYOTO LTD-THE,14018465,JP3251200006,-1.044,0.954,1400000
1528,8370,JPY,KIYO BANK LTD-THE,134128000,JP3248000006,-1.005,0.915,950000
1529,8377,JPY,HOKUHOKU FINANCIAL GROUP INC,31676907,JP3842400008,-1.032,0.942,2600000
1530,8379,JPY,HIROSHIMA BANK LTD-THE,14018480,JP3797000001,-0.998,0.908,6800000
1531,8381,JPY,SAN-IN GODO BANK LTD-THE,14018490,JP3324000003,-1.6275,1.5375,2900000
1532,8382,JPY,CHUGOKU BANK LTD-THE,14018495,JP3521000004,-1.1025,1.0125,4000000
1533,8383,JPY,TOTTORI BANK LTD-THE,14018498,JP3628600003,-0.976,0.886,55000
1534,8385,JPY,IYO BANK LTD-THE,14018503,JP3149600003,-1.044,0.954,3500000
1535,8386,JPY,HYAKUJUSHI BANK LTD-THE,14018504,JP3794200000,-0.999,0.909,350000
1536,8387,JPY,SHIKOKU BANK LTD-THE,14018509,JP3350000000,-1.082,0.992,450000
1537,8388,JPY,AWA BANK LTD-THE,14018515,JP3126800006,-1.365,1.275,550000
1538,8392,JPY,OITA BANK LTD-THE,14018524,JP3175200009,-0.996,0.906,300000
1539,8393,JPY,MIYAZAKI BANK LTD-THE,14018528,JP3908000007,-1.035,0.945,200000
1540,8395,JPY,BANK OF SAGA LTD-THE,14018538,JP3315200000,-1.003,0.913,100000
1541,8397,JPY,BANK OF OKINAWA LTD-THE,14018545,JP3194600007,-0.84,0.75,300000
1542,8399,JPY,BANK OF THE RYUKYUS LTD,14018548,JP3975000005,-1.365,1.275,700000
1543,8410,JPY,SEVEN BANK LTD,56258132,JP3105220002,-1.5713,1.4813,>10000000
1544,8411,JPY,MIZUHO FINANCIAL GROUP INC,17301320,JP3885780001,-1.03,0.94,>10000000
1545,8416,JPY,BANK OF KOCHI LTD-THE,38231147,JP3288960002,-0.982,0.892,55000
1546,8418,JPY,YAMAGUCHI FINANCIAL GROUP IN,41121699,JP3935300008,-1.365,1.275,3300000
1547,8424,JPY,FUYO GENERAL LEASE CO LTD,47419200,JP3826270005,-1.1025,1.0125,450000
1548,8425,JPY,IBJ LEASING CO LTD,47419205,JP3286500008,-1.049,0.959,300000
1549,8439,JPY,TOKYO CENTURY CORP,46068656,JP3424950008,-0.996,0.906,1000000
1550,8473,JPY,SBI HOLDINGS INC,34764264,JP3436120004,-1.041,0.951,3500000
1551,8508,JPY,J TRUST CO LTD,124966542,JP3142350002,-5.565,5.475,100000
1552,8511,JPY,JAPAN SECURITIES FINANCE CO,14018558,JP3714400003,-1.015,0.925,1700000
1553,8515,JPY,AIFUL CORP,14018564,JP3105040004,-1.626,1.536,150000
1554,8521,JPY,NAGANO BANK LTD-THE,14018574,JP3648300006,-1.476,1.386,70000
1555,8522,JPY,BANK OF NAGOYA LTD-THE,14018576,JP3648800005,-1.482,1.392,200000
1556,8524,JPY,NORTH PACIFIC BANK LTD,114841992,JP3843400007,-1.005,0.915,>10000000
1557,8527,JPY,AICHI BANK LTD-THE,14018581,JP3103000000,-0.976,0.886,100000
1558,8530,JPY,CHUKYO BANK LTD-THE,14018591,JP3520000005,-0.993,0.903,100000
1559,8537,JPY,TAIKO BANK LTD-THE,49539085,JP3441600008,-2.602,2.512,25000
1560,8541,JPY,EHIME BANK LTD-THE,14018601,JP3166400006,-1.152,1.062,800000
1561,8542,JPY,TOMATO BANK LTD,14018604,JP3630500001,-1.07,0.98,50000
1562,8544,JPY,KEIYO BANK LTD-THE,14018615,JP3281600001,-1.365,1.275,2000000
1563,8550,JPY,TOCHIGI BANK LTD-THE,14018621,JP3627800000,-1.002,0.912,300000
1564,8551,JPY,KITA-NIPPON BANK LTD-THE,14018624,JP3238200004,-1.04,0.95,80000
1565,8558,JPY,TOWA BANK LTD-THE,14018634,JP3622400004,-0.993,0.903,800000
1566,8562,JPY,FUKUSHIMA BANK LTD-THE,14018641,JP3805100009,-1.056,0.966,80000
1567,8563,JPY,DAITO BANK LTD-THE,14018644,JP3486700002,-1.041,0.951,100000
1568,8566,JPY,RICOH LEASING CO LTD,14018658,JP3974100004,-0.984,0.894,250000
1569,8570,JPY,AEON FINANCIAL SERVICE CO LT,14018669,JP3131400008,-1.022,0.932,2800000
1570,8572,JPY,ACOM CO LTD,14018678,JP3108600002,-1.365,1.275,>10000000
1571,8584,JPY,JACCS CO LTD,14018694,JP3388600003,-1.004,0.914,450000
1572,8585,JPY,ORIENT CORP,14018697,JP3199000005,-1.065,0.975,800000
1573,8586,JPY,HITACHI CAPITAL CORP,14018700,JP3786600001,-1.056,0.966,1300000
1574,8591,JPY,ORIX CORP,14018711,JP3200450009,-1.1025,1.0125,>10000000
1575,8593,JPY,MITSUBISHI UFJ LEASE &amp; FINAN,14018717,JP3499800005,-1.032,0.942,>10000000
1576,8595,JPY,JAFCO CO LTD,14018721,JP3389900006,-0.961,0.871,1300000
1577,8600,JPY,TOMONY HOLDINGS INC,73953261,JP3631700006,-1.014,0.924,2100000
1578,8601,JPY,DAIWA SECURITIES GROUP INC,13905974,JP3502200003,-1.1025,1.0125,>10000000
1579,8604,JPY,NOMURA HOLDINGS INC,13905980,JP3762600009,-1.6275,1.5375,>10000000
1580,8609,JPY,OKASAN SECURITIES GROUP INC,14018734,JP3190800007,-1.059,0.969,2000000
1581,8613,JPY,MARUSAN SECURITIES CO LTD,14018746,JP3874800000,-1.119,1.029,100000
1582,8616,JPY,TOKAI TOKYO FINANCIAL HOLDIN,14018759,JP3577600004,-1.054,0.964,5500000
1583,8622,JPY,MITO SECURITIES CO LTD,14018771,JP3905400002,-0.98,0.89,90000
1584,8624,JPY,ICHIYOSHI SECURITIES CO LTD,14032410,JP3142300007,-1.012,0.922,450000
1585,8628,JPY,MATSUI SECURITIES CO LTD,14018777,JP3863800003,-1.007,0.917,1600000
1586,8630,JPY,SOMPO HOLDINGS INC,73954446,JP3165000005,-0.989,0.899,4300000
1587,8692,JPY,DSB CO LTD,14032422,JP3482800004,-1.036,0.946,65000
1588,8697,JPY,JAPAN EXCHANGE GROUP INC,118017958,JP3183200009,-1.074,0.984,5200000
1589,8698,JPY,MONEX GROUP INC,42847783,JP3869970008,-2.811,2.721,800000
1590,8699,JPY,SAWADA HOLDINGS CO LTD,131082318,JP3160790006,-2.09,2.0,95000
1591,8706,JPY,KYOKUTO SECURITIES,42402960,JP3256970009,-0.999,0.909,100000
1592,8707,JPY,IWAI COSMO HOLDINGS INC,37915514,JP3149950002,-0.962,0.872,400000
1593,8708,JPY,AIZAWA SECURITIES CO LTD,131083382,JP3101850000,-1.22,1.13,300000
1594,8713,JPY,FIDEA HOLDINGS CO LTD,129106776,JP3802940001,-0.993,0.903,600000
1595,8714,JPY,SENSHU IKEDA HOLDINGS INC,69188900,JP3132600002,-1.013,0.923,850000
1596,8715,JPY,ANICOM HOLDINGS INC,98542114,JP3122440005,-3.036,2.946,350000
1597,8725,JPY,MS&amp;AD INSURANCE GROUP HOLDIN,49987470,JP3890310000,-1.004,0.914,6900000
1598,8729,JPY,SONY FINANCIAL HOLDINGS INC.,46636443,JP3435350008,-0.986,0.896,3100000
1599,8732,JPY,MONEY PARTNERS GROUP CO LTD,129106800,JP3869930002,-5.491,5.401,60000
1600,8739,JPY,SPARX GROUP CO LTD,82426351,JP3399900004,-2.587,2.497,2400000
1601,8750,JPY,DAI-ICHI LIFE HOLDINGS INC,74028027,JP3476480003,-0.946,0.856,>10000000
1602,8766,JPY,TOKIO MARINE HOLDINGS INC,14726160,JP3910660004,-1.003,0.913,8600000
1603,8771,JPY,EGUARANTEE INC,113095597,JP3130300001,-1.813,1.723,70000
1604,8793,JPY,NEC CAPITAL SOLUTIONS LTD,104085367,JP3164740007,-1.1025,1.0125,100000
1605,8795,JPY,T&amp;D HOLDINGS INC,31676946,JP3539220008,-1.019,0.929,8700000
1606,8801,JPY,MITSUI FUDOSAN CO LTD,13906000,JP3893200000,-1.069,0.979,>10000000
1607,8802,JPY,MITSUBISHI ESTATE CO LTD,13906005,JP3899600005,-0.98,0.89,>10000000
1608,8803,JPY,HEIWA REAL ESTATE CO LTD,13906010,JP3834800009,-1.2337,1.1437,1900000
1609,8804,JPY,TOKYO TATEMONO CO LTD,14018814,JP3582600007,-1.008,0.918,4900000
1610,8806,JPY,DAIBIRU CORP,14018816,JP3497200000,-1.007,0.917,2000000
1611,8818,JPY,KEIHANSHIN BUILDING CO LTD,131083824,JP3279000008,-1.027,0.937,250000
1612,8830,JPY,SUMITOMO REALTY &amp; DEVELOPMEN,13825675,JP3409000001,-1.023,0.933,4400000
1613,8835,JPY,TAIHEIYO KOUHATSU INC,14018843,JP3448800007,-1.078,0.988,60000
1614,8841,JPY,TOC CO LTD,14018855,JP3538400007,-1.009,0.919,400000
1615,8844,JPY,COSMOS INITIA CO LTD,131085344,JP3970200006,-5.099,5.009,40000
1616,8848,JPY,LEOPALACE21 CORP,32098986,JP3167500002,-12.9028,12.8128,350000
1617,8850,JPY,STARTS CORP INC,131082960,JP3399200009,-0.981,0.891,400000
1618,8860,JPY,FUJI CORP LTD,131086830,JP3815000009,-1.021,0.931,300000
1619,8864,JPY,AIRPORT FACILITIES CO LTD,14018870,JP3266050008,-1.022,0.932,500000
1620,8869,JPY,MEIWA ESTATE CO LTD,14018873,JP3920850009,-1.324,1.234,150000
1621,8871,JPY,GOLDCREST CO LTD,14018881,JP3306800008,-1.018,0.928,1000000
1622,8876,JPY,RELO GROUP INC,102044174,JP3755200007,-1.111,1.021,1300000
1623,8877,JPY,NIHON ESLEAD CORP,14018891,JP3688350002,-1.758,1.668,100000
1624,8881,JPY,NISSHIN FUDOSAN CO LTD,14032468,JP3677900007,-1.008,0.918,750000
1625,8890,JPY,RAYSUM CO LTD,131085814,JP3979100009,-2.09,2.0,250000
1626,8892,JPY,ES-CON JAPAN LTD,131083518,JP3688330004,-8.7134,8.6234,85000
1627,8897,JPY,TAKARA LEBEN CO LTD,61318924,JP3460800000,-0.998,0.908,650000
1628,8905,JPY,AEON MALL CO LTD,44611169,JP3131430005,-1.03,0.94,2600000
1629,8909,JPY,SHINOKEN GROUP CO LTD,131084964,JP3354100004,-3.886,3.796,80000
1630,8914,JPY,AREALINK CO LTD,47520049,JP3167620008,-4.09,4.0,45000
1631,8917,JPY,FIRST JUKEN CO LTD,131087879,JP3802230007,-2.008,1.918,80000
1632,8919,JPY,KATITAS CO LTD,295741165,JP3932950003,-2.837,2.747,40000
1633,8920,JPY,TOSHO CO LTD,127369622,JP3594400008,-1.026,0.936,100000
1634,8922,JPY,JAPAN ASSET MARKETING CO LTD,60751056,JP3104930007,-5.997,5.907,350000
1635,8923,JPY,TOSEI CORP,70105028,JP3595070008,-0.951,0.861,800000
1636,8934,JPY,SUN FRONTIER FUDOUSAN CO LTD,43220571,JP3336950005,-1.004,0.914,500000
1637,8935,JPY,FJ NEXT CO LTD,43257620,JP3166930002,-1.372,1.282,35000
1638,8951,JPY,NIPPON BUILDING FUND INC,31676931,JP3027670003,-1.005,0.915,15000
1639,8952,JPY,JAPAN REAL ESTATE INVESTMENT,31676910,JP3027680002,-1.1025,1.0125,15000
1640,8953,JPY,JAPAN RETAIL FUND INVESTMENT,31676912,JP3039710003,-1.044,0.954,30000
1641,8954,JPY,ORIX JREIT INC.,39015949,JP3040880001,-1.089,0.999,30000
1642,8955,JPY,JAPAN PRIME REALTY INVESTMEN,34764254,JP3040890000,-1.6275,1.5375,10000
1643,8956,JPY,PREMIER INVESTMENT CORP,39015955,JP3041770003,-1.006,0.916,20000
1644,8957,JPY,"TOKYU REIT, INC.",39015958,JP3044510000,-1.8281,1.7381,15000
1645,8958,JPY,GLOBAL ONE REIT,39015961,JP3044520009,-1.15,1.06,1000
